                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	14.4929	6.41455	5.58276	5.49866	5.48853
Length    0, alignments in bytes  0/ 0:	10.4253	5.62964	6.18616	5.49072	5.50195
Length    0, alignments in bytes  0/ 0:	10.2921	5.62256	5.58936	5.48853	5.49194
Length    0, alignments in bytes  0/ 0:	10.334	5.63208	5.56848	5.49121	5.47961
Length    1, alignments in bytes  0/ 0:	10.7247	6.18481	5.56738	5.49475	5.49719
Length    1, alignments in bytes  0/ 0:	10.6382	6.1759	5.5769	5.48645	5.83606
Length    1, alignments in bytes  0/ 1:	9.0802	5.62073	5.07642	4.99841	5.00757
Length    1, alignments in bytes  1/ 0:	9.16016	5.13037	5.09375	4.99609	4.7041
Length    2, alignments in bytes  0/ 0:	9.18262	5.74988	5.76941	6.00134	6.26331
Length    2, alignments in bytes  0/ 0:	9.35034	5.75903	5.75659	6.00732	6.25586
Length    2, alignments in bytes  0/ 2:	8.95642	6.65991	6.44434	6.57959	6.87122
Length    2, alignments in bytes  2/ 0:	10.0044	5.48547	5.01001	4.99744	6.26038
Length    3, alignments in bytes  0/ 0:	9.60315	4.42151	5.02417	5.00085	6.26001
Length    3, alignments in bytes  0/ 0:	9.82654	4.42712	5.0083	5.00537	6.26306
Length    3, alignments in bytes  0/ 3:	9.37927	5.0083	4.99915	5.0033	6.25269
Length    3, alignments in bytes  3/ 0:	9.38794	5.0061	4.99915	5.00464	8.13013
Length    4, alignments in bytes  0/ 0:	9.38293	7.82056	7.82739	5.73828	8.13159
Length    4, alignments in bytes  0/ 0:	9.84778	7.81677	7.82239	5.74048	8.13904
Length    4, alignments in bytes  0/ 4:	9.38513	5.92407	5.96448	5.74573	8.12195
Length    4, alignments in bytes  4/ 0:	9.36731	5.00183	5.00159	5.00012	8.75635
Length    5, alignments in bytes  0/ 0:	9.38611	7.81006	7.80981	6.48828	8.92444
Length    5, alignments in bytes  0/ 0:	9.38647	7.80591	7.81104	6.49854	8.91064
Length    5, alignments in bytes  0/ 5:	9.37183	5.89673	5.97021	5.7113	7.49878
Length    5, alignments in bytes  5/ 0:	9.3728	5.00757	4.9967	5.0083	9.18506
Length    6, alignments in bytes  0/ 0:	9.38464	7.80566	7.81555	7.18713	11.8333
Length    6, alignments in bytes  0/ 0:	9.82178	8.17371	8.17822	7.51123	11.7726
Length    6, alignments in bytes  0/ 6:	10.0912	6.20007	6.24231	5.85144	11.7642
Length    6, alignments in bytes  6/ 0:	9.80762	5.23975	5.22766	5.24146	9.16406
Length    7, alignments in bytes  0/ 0:	10.2999	7.17322	7.05188	5.23755	12.7177
Length    7, alignments in bytes  0/ 0:	10.7565	7.52148	7.39307	5.50073	12.3508
Length    7, alignments in bytes  0/ 7:	10.3329	6.49622	6.5343	5.49365	12.6998
Length    7, alignments in bytes  7/ 0:	10.0426	5.94727	5.48206	5.4928	12.358
Length    8, alignments in bytes  0/ 0:	10.7158	8.95789	8.18188	5.99182	5.26978
Length    8, alignments in bytes  0/ 0:	11.7747	9.62573	8.96179	6.58191	5.52942
Length    8, alignments in bytes  0/ 0:	10.9005	9.28833	8.18042	6.0011	5.25378
