                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	23.824	7.38305	8.06318	6.74309	24.0947
Length   16, n   16, alignment  1/ 1:	23.8986	7.35887	8.14644	6.68985	23.5884
Length   16, n   16, alignment  1/ 2:	23.8402	7.47884	8.04603	6.68981	23.5731
Length   16, n   16, alignment  2/ 1:	23.683	7.4011	8.02777	6.68976	23.569
Length    2, n    4, alignment  7/ 2:	20.0331	11.3876	10.7112	10.7037	19.9661
Length    4, n    2, alignment  2/ 7:	21.008	8.02781	8.03307	6.6919	21.0218
Length    2, n    4, alignment  7/ 2:	19.9795	11.3727	10.7108	10.7038	20.1226
Length    4, n    2, alignment  2/ 7:	21.1202	8.03257	8.0278	6.69185	21.3764
Length   16, n   16, alignment  2/ 2:	23.613	7.35879	8.02786	6.69462	23.6313
Length   16, n   16, alignment  2/ 2:	23.6116	7.3588	8.03225	6.68974	23.593
Length   16, n   16, alignment  2/ 4:	23.6459	7.35883	8.03287	6.68976	23.6209
Length   16, n   16, alignment  4/ 2:	23.6247	7.39507	8.02771	6.9489	23.6678
Length    4, n    8, alignment  6/ 4:	26.0393	25.6187	27.9881	10.7101	25.974
Length    8, n    4, alignment  4/ 6:	25.9269	7.35896	8.03312	6.68988	26.008
Length    4, n    8, alignment  6/ 4:	25.6496	25.655	27.9047	10.7096	26.0933
Length    8, n    4, alignment  4/ 6:	25.8374	7.35886	8.03338	6.68991	26.0563
Length   16, n   16, alignment  3/ 3:	23.583	7.36356	8.02772	6.68983	23.6559
Length   16, n   16, alignment  3/ 3:	23.6285	7.35879	8.02776	6.69427	23.6748
Length   16, n   16, alignment  3/ 6:	23.6466	7.35876	8.03234	6.68986	23.6647
Length   16, n   16, alignment  6/ 3:	23.6491	7.29368	7.84556	6.53413	23.0588
Length    8, n   16, alignment  5/ 6:	23.8838	23.1609	23.4075	10.4598	24.0036
Length   16, n    8, alignment  6/ 5:	22.6719	7.84569	8.49458	6.53433	22.8393
Length    8, n   16, alignment  5/ 6:	23.9445	23.1374	23.6294	10.455	23.9277
Length   16, n    8, alignment  6/ 5:	22.7198	7.84562	8.49465	6.53427	22.9138
Length   16, n   16, alignment  4/ 4:	23.0786	7.19259	7.84106	6.53418	23.1142
Length   16, n   16, alignment  4/ 4:	23.0963	7.18763	7.84102	6.53892	23.0462
Length   16, n   16, alignment  4/ 0:	23.0155	7.18764	7.84552	6.53423	23.0814
