                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  0/ 4:	23.0457	7.18766	7.84609	6.53413	23.072
Length   16, n   32, alignment  4/ 0:	24.1568	23.5947	24.0592	11.1139	24.1486
Length   32, n   16, alignment  0/ 4:	23.0845	6.5344	6.53925	6.5342	23.0896
Length   16, n   32, alignment  4/ 0:	24.1534	23.5746	23.9296	11.1083	24.1931
Length   32, n   16, alignment  0/ 4:	23.133	6.53889	6.53444	6.53428	23.1487
Length   16, n   16, alignment  5/ 5:	23.0497	7.19336	7.84104	6.53419	23.0574
Length   16, n   16, alignment  5/ 5:	23.0804	7.19223	7.84103	6.53413	22.9962
Length   16, n   16, alignment  5/ 2:	23.0938	7.18763	7.8411	6.53863	22.9836
Length   16, n   16, alignment  2/ 5:	23.0966	7.18762	7.84742	6.53413	23.0396
Length   32, n   64, alignment  3/ 2:	24.4875	11.527	12.8408	19.1313	24.5301
Length   64, n   32, alignment  2/ 3:	22.9844	7.23151	7.1879	7.2393	23.1012
Length   32, n   64, alignment  3/ 2:	24.5629	11.6639	16.0196	19.1625	24.6445
Length   64, n   32, alignment  2/ 3:	23.0115	7.18805	7.32366	7.23769	23.1158
Length   16, n   16, alignment  6/ 6:	23.1419	7.18773	7.90193	6.53417	23.1036
Length   16, n   16, alignment  6/ 6:	23.0968	7.26287	8.474	6.59785	23.0641
Length   16, n   16, alignment  6/ 4:	23.1969	7.18768	7.84107	6.53858	23.1509
Length   16, n   16, alignment  4/ 6:	23.1163	7.18762	7.84105	6.53861	23.1616
Length   64, n  128, alignment  2/ 4:	24.9194	22.0793	21.8693	21.419	24.8973
Length  128, n   64, alignment  4/ 2:	14.2437	8.49467	9.80597	12.1242	13.8132
Length   64, n  128, alignment  2/ 4:	24.6101	21.5725	21.8349	20.1959	25.0477
Length  128, n   64, alignment  4/ 2:	14.0059	8.55534	9.92989	12.2553	14.1037
Length   16, n   16, alignment  7/ 7:	23.957	7.2102	7.84595	6.66564	23.3012
Length   16, n   16, alignment  7/ 7:	23.0408	7.19201	7.8411	6.53417	23.0805
Length   16, n   16, alignment  7/ 6:	23.0397	7.19309	7.8411	6.53418	23.2442
Length   16, n   16, alignment  6/ 7:	23.0184	7.18764	7.84111	6.53898	23.1829
Length  128, n  256, alignment  1/ 6:	27.1559	22.5467	22.6912	25.8083	26.9208
Length  256, n  128, alignment  6/ 1:	16.5948	14.7154	14.4429	21.9734	17.6736
Length  128, n  256, alignment  1/ 6:	28.138	23.3653	23.2975	25.3942	27.5894
Length  256, n  128, alignment  6/ 1:	17.5427	15.446	15.1031	22.0852	17.8519
Length    8, n   16, alignment  0/ 0:	24.7626	23.0844	23.6463	10.4548	24.0099
Length   32, n   16, alignment  0/ 0:	23.0826	6.53433	6.53426	6.53875	22.9567
Length    8, n   16, alignment  7/ 2:	23.9251	23.1826	23.6595	10.4547	23.8665
Length   32, n   16, alignment  7/ 2:	23.0993	7.18763	7.18773	6.53896	23.1617
Length   16, n   32, alignment  0/ 0:	24.1315	23.5932	24.0172	11.1127	24.2026
Length   64, n   32, alignment  0/ 0:	23.0077	7.18768	7.19263	7.59216	23.0453
Length   16, n   32, alignment  6/ 4:	24.1178	23.572	23.9888	11.113	24.1333
Length   64, n   32, alignment  6/ 4:	23.0059	7.18766	7.1923	7.22052	22.9878
Length   32, n   64, alignment  0/ 0:	24.027	10.6654	10.5708	17.8085	24.0917
Length  128, n   64, alignment  0/ 0:	13.0747	7.20496	7.26135	10.7412	11.9339
Length   32, n   64, alignment  5/ 6:	24.4273	12.4147	12.9656	19.2395	24.4353
Length  128, n   64, alignment  5/ 6:	14.6611	10.0848	10.0847	13.276	14.5848
Length   64, n  128, alignment  0/ 0:	20.2295	19.3457	19.7048	19.6265	19.9087
Length  256, n  128, alignment  0/ 0:	15.1721	12.513	11.6924	14.9506	15.4753
Length   64, n  128, alignment  4/ 0:	21.5596	21.789	21.6773	19.9012	20.836
Length  256, n  128, alignment  4/ 0:	15.449	16.3088	16.0183	20.7597	15.6866
Length  128, n  256, alignment  0/ 0:	23.3454	21.1953	21.3146	22.9906	24.4325
Length  512, n  256, alignment  0/ 0:	19.0293	16.9139	16.5516	18.94	18.5176
Length  128, n  256, alignment  3/ 2:	28.3115	23.3555	21.9749	26.7565	27.4759
Length  512, n  256, alignment  3/ 2:	23.5585	22.7083	22.8369	23.1146	24.0628
Length  256, n  512, alignment  0/ 0:	30.7945	24.6166	23.1199	28.6423	30.5364
Length 1024, n  512, alignment  0/ 0:	29.082	19.6698	20.4301	29.58	29.9539
Length  256, n  512, alignment  2/ 4:	35.5551	29.0974	29.4296	31.666	34.9335
Length 1024, n  512, alignment  2/ 4:	32.0306	26.34	27.6873	33.0967	32.4279
Length  512, n 1024, alignment  0/ 0:	43.1	29.8717	28.7256	43.7554	42.8462
Length 2048, n 1024, alignment  0/ 0:	46.855	27.7149	29.0047	51.3236	47.9568
Length  512, n 1024, alignment  1/ 6:	50.0745	35.5307	33.4368	46.7989	49.7541
Length 2048, n 1024, alignment  1/ 6:	53.4773	40.1939	37.057	53.9256	54.2081
