                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.082	7.70017	8.19922	6.78628	11.0453
Length   16, n   16, alignment  1/ 1:	13.0778	7.46457	8.22356	7.03357	11.2817
Length   16, n   16, alignment  1/ 2:	12.5469	13.5524	9.32495	7.03343	11.3138
Length   16, n   16, alignment  2/ 1:	12.6569	7.7444	8.2235	6.96728	11.8793
Length    2, n    4, alignment  7/ 2:	15.3932	12.1512	11.0049	10.9502	13.3966
Length    4, n    2, alignment  2/ 7:	12.0529	8.29866	8.33217	6.86759	11.4893
Length    2, n    4, alignment  7/ 2:	13.7065	11.9419	10.994	10.965	14.1187
Length    4, n    2, alignment  2/ 7:	11.9694	8.24071	8.2237	6.8593	11.2973
Length   16, n   16, alignment  2/ 2:	12.9697	7.66964	8.2291	6.94183	11.5401
Length   16, n   16, alignment  2/ 2:	12.949	7.67519	8.22907	6.91917	11.3264
Length   16, n   16, alignment  2/ 4:	12.9551	7.73194	8.43214	6.89554	11.2551
Length   16, n   16, alignment  4/ 2:	12.9161	7.71059	8.32259	7.0296	11.1855
Length    4, n    8, alignment  6/ 4:	14.4326	12.0641	12.0558	10.965	14.1296
Length    8, n    4, alignment  4/ 6:	12.6267	7.74457	8.37171	6.85859	11.6232
Length    4, n    8, alignment  6/ 4:	14.5935	12.1005	12.0938	10.9697	14.3059
Length    8, n    4, alignment  4/ 6:	12.8808	7.74469	8.28691	6.85302	11.6222
Length   16, n   16, alignment  3/ 3:	12.7839	7.72679	8.41858	6.91716	11.2626
Length   16, n   16, alignment  3/ 3:	12.8246	7.73233	8.42937	6.85293	11.2667
Length   16, n   16, alignment  3/ 6:	12.7241	7.73201	8.42905	6.89974	11.2374
Length   16, n   16, alignment  6/ 3:	13.0106	7.71772	8.22351	6.8575	11.4477
Length    8, n   16, alignment  5/ 6:	14.1908	11.2939	11.2404	10.9702	14.2284
Length   16, n    8, alignment  6/ 5:	12.7805	8.44521	10.48	6.87428	11.2373
Length    8, n   16, alignment  5/ 6:	14.1333	11.2085	11.0658	11.0239	13.9685
Length   16, n    8, alignment  6/ 5:	12.5533	8.44646	10.5152	6.87235	11.1937
Length   16, n   16, alignment  4/ 4:	12.6991	7.7883	8.42908	6.96858	11.2677
Length   16, n   16, alignment  4/ 4:	12.6693	7.73216	8.32262	6.8576	11.2618
Length   16, n   16, alignment  4/ 0:	12.682	7.67523	8.33239	6.85748	11.451
Length   16, n   16, alignment  0/ 4:	12.8706	7.73033	8.2284	6.96784	11.2606
Length   16, n   32, alignment  4/ 0:	15.0359	10.8471	11.8073	11.6559	14.2289
Length   32, n   16, alignment  0/ 4:	12.9643	7.02442	6.90618	6.89367	11.4532
Length   16, n   32, alignment  4/ 0:	14.8083	10.8116	11.7721	11.6548	14.6062
Length   32, n   16, alignment  0/ 4:	12.9593	7.04943	7.02451	7.02424	11.4954
Length   16, n   16, alignment  5/ 5:	12.8742	7.74988	8.42918	7.02431	11.5332
Length   16, n   16, alignment  5/ 5:	12.9858	7.74908	8.3259	6.85823	11.2477
Length   16, n   16, alignment  5/ 2:	12.7768	7.7008	8.4464	7.02943	11.3516
Length   16, n   16, alignment  2/ 5:	12.7894	7.72068	8.22875	6.87541	11.4864
Length   32, n   64, alignment  3/ 2:	17.5921	9.85768	11.6878	13.7416	18.5242
Length   64, n   32, alignment  2/ 3:	11.6873	7.73927	7.74842	7.76367	11.4563
Length   32, n   64, alignment  3/ 2:	18.2338	9.90835	10.5427	13.7364	17.856
Length   64, n   32, alignment  2/ 3:	11.4664	7.76356	7.75429	7.76433	11.4766
Length   16, n   16, alignment  6/ 6:	12.7633	7.72695	8.43445	7.02429	11.4737
Length   16, n   16, alignment  6/ 6:	12.6439	7.6391	8.37607	6.94735	11.4799
Length   16, n   16, alignment  6/ 4:	12.8677	7.63037	8.42923	7.04557	11.5635
Length   16, n   16, alignment  4/ 6:	12.8513	7.72666	8.43397	7.02421	11.5468
Length   64, n  128, alignment  2/ 4:	16.3021	14.9155	14.0626	16.5738	16.3193
Length  128, n   64, alignment  4/ 2:	14.5237	10.5501	10.5421	12.2141	13.909
Length   64, n  128, alignment  2/ 4:	16.3211	14.9387	14.191	16.683	16.4881
Length  128, n   64, alignment  4/ 2:	14.8674	10.3143	10.5336	12.2308	14.0586
Length   16, n   16, alignment  7/ 7:	12.981	7.9009	8.58124	7.02421	11.6607
Length   16, n   16, alignment  7/ 7:	12.8297	7.73224	8.42901	6.94409	11.4826
Length   16, n   16, alignment  7/ 6:	12.9975	7.72672	8.42905	7.02909	11.512
Length   16, n   16, alignment  6/ 7:	12.6994	7.72665	8.43443	7.02423	11.3748
Length  128, n  256, alignment  1/ 6:	20.6898	18.4932	17.551	25.2959	21.3992
Length  256, n  128, alignment  6/ 1:	17.0161	14.1694	13.2183	20.3061	17.4525
Length  128, n  256, alignment  1/ 6:	22.1124	18.696	17.5639	25.2798	20.7199
Length  256, n  128, alignment  6/ 1:	16.967	13.8841	13.1112	20.3074	17.3655
Length    8, n   16, alignment  0/ 0:	14.1599	11.5418	11.2446	11.2391	14.4353
Length   32, n   16, alignment  0/ 0:	12.8665	7.02982	6.90037	6.85291	11.253
Length    8, n   16, alignment  7/ 2:	14.7635	11.6853	11.6986	10.9648	14.3504
Length   32, n   16, alignment  7/ 2:	13.0242	7.73193	7.65536	6.85291	11.3342
Length   16, n   32, alignment  0/ 0:	15.164	9.99817	11.7057	11.6502	14.0035
Length   64, n   32, alignment  0/ 0:	11.2819	7.74828	7.72663	7.59586	11.2051
Length   16, n   32, alignment  6/ 4:	14.9098	10.8311	11.7751	11.7103	14.4676
Length   64, n   32, alignment  6/ 4:	11.4876	7.74336	7.72685	7.73211	11.5055
Length   32, n   64, alignment  0/ 0:	15.3594	9.99846	10.542	13.2463	16.4439
Length  128, n   64, alignment  0/ 0:	13.816	7.7639	7.73192	9.8559	13.4191
Length   32, n   64, alignment  5/ 6:	16.1513	11.5263	11.8681	14.3232	16.8624
Length  128, n   64, alignment  5/ 6:	14.026	10.5509	10.5449	13.0398	13.7115
Length   64, n  128, alignment  0/ 0:	17.0443	13.4525	12.5705	15.3586	15.9383
Length  256, n  128, alignment  0/ 0:	16.2961	10.8374	10.4191	14.4549	15.4309
Length   64, n  128, alignment  4/ 0:	16.6772	14.1022	13.3307	16.4198	15.9257
Length  256, n  128, alignment  4/ 0:	16.416	13.6245	12.9601	18.8063	15.7978
Length  128, n  256, alignment  0/ 0:	19.8766	16.669	16.2093	23.582	18.9458
Length  512, n  256, alignment  0/ 0:	18.8176	15.4532	15.1363	19.2576	18.8918
Length  128, n  256, alignment  3/ 2:	21.4892	17.9385	16.8494	24.3199	21.7583
Length  512, n  256, alignment  3/ 2:	24.5649	21.1271	20.6732	23.9699	25.041
Length  256, n  512, alignment  0/ 0:	30.0267	24.3073	23.466	29.7282	29.7652
Length 1024, n  512, alignment  0/ 0:	29.4678	19.7022	20.0365	30.4115	30.7321
Length  256, n  512, alignment  2/ 4:	30.9247	27.1419	26.2212	31.2188	30.3201
Length 1024, n  512, alignment  2/ 4:	32.7145	26.4149	27.4246	34.5259	33.5951
Length  512, n 1024, alignment  0/ 0:	44.4472	30.9161	29.7241	45.4912	43.8335
Length 2048, n 1024, alignment  0/ 0:	47.7672	28.4577	29.7446	53.1035	48.5688
Length  512, n 1024, alignment  1/ 6:	51.4681	33.1812	29.7572	46.099	50.778
Length 2048, n 1024, alignment  1/ 6:	54.4811	41.437	36.5374	61.1205	55.3964
