                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2543	6.33435	6.33386	5.63428	5.62659
Length    0, alignments in bytes  0/ 0:	13.1979	5.80481	6.34424	5.63013	5.63672
Length    0, alignments in bytes  0/ 0:	11.2454	5.8075	6.32971	5.63428	5.61938
Length    0, alignments in bytes  0/ 0:	11.2484	5.79822	6.33313	5.62097	5.62939
Length    1, alignments in bytes  0/ 0:	10.9723	6.3313	7.06433	5.63379	5.64197
Length    1, alignments in bytes  0/ 0:	11.012	6.33582	7.04248	5.62988	5.63953
Length    1, alignments in bytes  0/ 1:	10.8966	6.33154	7.02795	5.6311	5.62585
Length    1, alignments in bytes  1/ 0:	10.5446	6.3252	7.04199	5.62012	5.21326
Length    2, alignments in bytes  0/ 0:	10.5612	7.03589	7.10486	6.8064	7.04309
Length    2, alignments in bytes  0/ 0:	10.5736	7.03662	7.04199	6.7561	7.03699
Length    2, alignments in bytes  0/ 2:	10.5657	7.02893	7.03857	6.75928	7.02698
Length    2, alignments in bytes  2/ 0:	10.5505	7.03235	7.03467	5.62146	6.34375
Length    3, alignments in bytes  0/ 0:	11.2476	6.34009	7.03015	5.64124	7.05005
Length    3, alignments in bytes  0/ 0:	11.2571	6.33081	7.03906	5.63818	7.03491
Length    3, alignments in bytes  0/ 3:	11.2485	6.32837	7.03723	6.00684	6.86829
Length    3, alignments in bytes  3/ 0:	10.972	6.18188	6.85681	5.49048	8.24744
Length    4, alignments in bytes  0/ 0:	10.9716	8.58093	8.61707	6.29297	8.92517
Length    4, alignments in bytes  0/ 0:	10.9727	8.58044	8.63416	6.27686	8.92285
Length    4, alignments in bytes  0/ 4:	13.3385	6.49695	6.8656	6.27966	8.91077
Length    4, alignments in bytes  4/ 0:	10.9733	6.17114	6.86304	5.48389	8.28833
Length    5, alignments in bytes  0/ 0:	10.9753	8.57446	8.62195	7.11926	9.85754
Length    5, alignments in bytes  0/ 0:	10.9724	8.57104	8.61853	7.10144	9.8678
Length    5, alignments in bytes  0/ 5:	10.9706	6.50269	6.86377	6.23279	8.91626
Length    5, alignments in bytes  5/ 0:	11.0238	6.17859	6.85486	6.17761	9.94861
Length    6, alignments in bytes  0/ 0:	10.9803	8.57751	8.6178	7.88049	12.3541
Length    6, alignments in bytes  0/ 0:	10.972	8.56812	8.61621	7.87073	12.3511
Length    6, alignments in bytes  0/ 6:	10.9729	6.49353	6.87219	6.1272	12.3506
Length    6, alignments in bytes  6/ 0:	10.9728	6.16943	10.1979	6.1853	11.5907
Length    7, alignments in bytes  0/ 0:	10.9768	7.54016	7.54993	5.49841	12.3656
Length    7, alignments in bytes  0/ 0:	10.9855	7.91113	8.60474	5.5061	12.3464
Length    7, alignments in bytes  0/ 7:	10.9742	6.50012	6.85864	5.49072	12.4369
Length    7, alignments in bytes  7/ 0:	17.0903	14.3344	11.51	8.39636	11.8684
Length    8, alignments in bytes  0/ 0:	10.9717	10.507	10.9392	8.32764	11.6993
Length    8, alignments in bytes  0/ 0:	18.2698	10.2078	11.275	8.64404	10.2494
Length    8, alignments in bytes  0/ 0:	17.6743	9.33093	8.70959	6.28809	6.18628
Length    8, alignments in bytes  0/ 0:	10.9723	8.76953	8.70715	6.27344	6.1908
Length    9, alignments in bytes  0/ 0:	11.125	9.0116	8.72156	7.1134	6.34399
Length    9, alignments in bytes  0/ 0:	10.9714	8.77344	8.71362	7.09448	6.34058
Length    9, alignments in bytes  0/ 1:	10.972	8.72302	8.71326	7.53406	7.12439
Length    9, alignments in bytes  1/ 0:	10.9716	8.72205	8.78845	7.48584	14.4645
Length   10, alignments in bytes  0/ 0:	10.9717	8.75342	8.70691	7.8761	7.55493
Length   10, alignments in bytes  0/ 0:	10.972	8.72107	8.69678	7.8717	7.56042
Length   10, alignments in bytes  0/ 2:	10.9709	8.72888	8.71155	7.71033	8.44031
Length   10, alignments in bytes  2/ 0:	10.9716	8.73438	10.2317	7.62817	14.8717
Length   11, alignments in bytes  0/ 0:	10.972	8.72937	8.69922	7.21033	8.19507
Length   11, alignments in bytes  0/ 0:	10.9718	8.79407	8.7146	7.19336	8.18311
Length   11, alignments in bytes  0/ 3:	10.986	10.8297	8.70874	7.73096	8.93494
Length   11, alignments in bytes  3/ 0:	10.9713	8.74084	8.77319	7.62085	15.7898
Length   12, alignments in bytes  0/ 0:	10.9764	8.73706	8.70471	7.87866	10.3005
Length   12, alignments in bytes  0/ 0:	10.972	8.74402	8.70264	7.87646	10.2974
Length   12, alignments in bytes  0/ 4:	10.9718	8.43188	8.53271	7.91382	10.2847
Length   12, alignments in bytes  4/ 0:	10.9709	8.41064	8.47449	7.62024	11.6693
Length   13, alignments in bytes  0/ 0:	10.972	8.71899	8.72302	7.88513	11.9681
Length   13, alignments in bytes  0/ 0:	10.9713	8.75366	8.7052	7.87	11.9551
Length   13, alignments in bytes  0/ 5:	10.9725	8.4718	8.52344	7.91772	10.599
Length   13, alignments in bytes  5/ 0:	10.9718	8.43933	8.46301	7.61414	12.6576
Length   14, alignments in bytes  0/ 0:	10.9718	8.75073	8.72034	7.87817	13.2947
Length   14, alignments in bytes  0/ 0:	10.9716	8.74475	8.69507	7.88147	13.2616
Length   14, alignments in bytes  0/ 6:	10.9723	8.49683	8.52795	7.91443	13.0276
Length   14, alignments in bytes  6/ 0:	10.9725	8.31702	8.47644	7.62451	13.0127
Length   15, alignments in bytes  0/ 0:	10.9904	7.625	7.92322	5.49207	13.0461
Length   15, alignments in bytes  0/ 0:	10.9824	7.62268	7.91968	5.49841	13.0386
Length   15, alignments in bytes  0/ 7:	10.974	8.40625	8.52698	5.48999	13.0264
Length   15, alignments in bytes  7/ 0:	10.9725	8.47693	8.46191	5.49316	12.6656
Length   16, alignments in bytes  0/ 0:	10.9711	8.72424	8.75342	6.16943	6.94849
Length   16, alignments in bytes  7/ 2:	10.9703	8.71704	8.85095	6.17517	13.8127
Length   32, alignments in bytes  0/ 0:	10.9821	6.87268	6.86731	7.56189	9.91956
Length   32, alignments in bytes  6/ 4:	10.9886	6.87769	6.8606	11.4625	16.0579
Length   64, alignments in bytes  0/ 0:	13.0498	8.92651	8.65588	8.68188	15.3872
Length   64, alignments in bytes  5/ 6:	15.547	13.8999	14.9916	12.4991	25.1885
