                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.1818	22.2677	23.0658	22.2197	13.7005
Length    0/   0, alignment  0/ 0:	22.8444	21.073	21.9851	19.8748	13.2431
Length    0/   0, alignment  0/ 0:	22.3502	20.8705	21.4963	19.7713	13.4801
Length    0/   0, alignment  0/ 0:	34.7363	21.4254	22.5276	19.4321	12.8309
Length    1/   1, alignment  0/ 0:	22.0672	20.8736	21.4942	19.4522	13.7367
Length    1/   1, alignment  0/ 0:	21.8537	21.3364	21.3524	19.9203	13.8439
Length    1/   1, alignment  0/ 1:	22.2328	21.0725	21.5218	20.3768	7.00285
Length    1/   1, alignment  1/ 0:	22.4399	21.2404	21.8378	19.951	14.2779
Length    2/   2, alignment  0/ 0:	22.7038	21.7114	22.35	20.5958	14.4112
Length    2/   2, alignment  0/ 0:	21.9939	21.388	22.3501	20.6571	14.4105
Length    2/   2, alignment  0/ 2:	22.0079	21.344	22.7584	20.5759	9.40021
Length    2/   2, alignment  2/ 0:	22.0612	21.8392	22.3499	20.5784	14.5979
Length    3/   3, alignment  0/ 0:	22.2151	21.1796	21.7116	19.7627	14.5362
Length    3/   3, alignment  0/ 0:	22.0324	21.0214	21.7112	19.5175	14.8541
Length    3/   3, alignment  0/ 3:	22.501	21.0731	21.7112	19.8829	10.8708
Length    3/   3, alignment  3/ 0:	22.3498	21.073	21.7112	19.5099	16.2921
Length    4/   4, alignment  0/ 0:	22.4998	21.7528	22.596	20.5011	16.4776
Length    4/   4, alignment  0/ 0:	21.9977	21.659	22.3139	20.4657	16.7602
Length    4/   4, alignment  0/ 4:	22.8347	21.7119	22.5778	20.3362	13.7374
Length    4/   4, alignment  4/ 0:	22.0944	21.7331	22.5781	20.5547	18.0669
Length    5/   5, alignment  0/ 0:	22.6711	21.7541	22.5778	20.5696	17.25
Length    5/   5, alignment  0/ 0:	22.2242	21.7533	22.5327	20.0988	17.2583
Length    5/   5, alignment  0/ 5:	22.4544	21.7292	22.158	20.1347	14.9901
Length    5/   5, alignment  5/ 0:	22.5257	21.7401	22.5782	20.6057	17.8576
Length    6/   6, alignment  0/ 0:	21.9911	21.6379	22.5779	20.333	17.8426
Length    6/   6, alignment  0/ 0:	22.2467	21.7551	22.5983	20.5283	18.2522
Length    6/   6, alignment  0/ 6:	22.5242	21.5378	22.5778	20.3678	17.0523
Length    6/   6, alignment  6/ 0:	22.2237	21.7593	22.5778	20.3932	18.3909
Length    7/   7, alignment  0/ 0:	22.2703	21.7462	22.5779	19.8923	18.1436
Length    7/   7, alignment  0/ 0:	22.652	21.754	22.5489	19.4695	17.5982
Length    7/   7, alignment  0/ 7:	22.0689	21.6878	22.5963	19.8704	17.5288
Length    7/   7, alignment  7/ 0:	21.9959	21.6984	22.5782	19.4295	18.3066
Length    8/   8, alignment  0/ 0:	22.6181	21.7714	22.6189	20.4953	15.1368
Length    8/   8, alignment  0/ 0:	22.4544	21.711	22.405	20.2064	14.986
Length    8/   8, alignment  0/ 0:	22.1001	21.3946	22.5591	20.0697	14.985
Length    8/   8, alignment  0/ 0:	22.1007	21.2967	22.5881	20.0703	14.9853
Length    9/   9, alignment  0/ 0:	22.5815	21.7283	22.591	20.5825	15.3293
Length    9/   9, alignment  0/ 0:	22.3702	21.5971	22.4879	20.5592	15.213
Length    9/   9, alignment  0/ 1:	22.2706	21.7116	22.6226	20.6052	15.9369
Length    9/   9, alignment  1/ 0:	22.2854	21.711	22.6235	20.463	21.3123
Length   10/  10, alignment  0/ 0:	22.2793	21.7115	22.4328	20.5306	16.0717
Length   10/  10, alignment  0/ 0:	22.5916	21.7285	22.487	20.4514	15.6761
Length   10/  10, alignment  0/ 2:	22.1509	21.7379	22.6129	20.5442	16.3335
Length   10/  10, alignment  2/ 0:	22.1541	21.6948	22.6462	20.2028	20.4204
Length   11/  11, alignment  0/ 0:	22.0793	21.601	22.5032	20.5181	16.4402
Length   11/  11, alignment  0/ 0:	22.5178	21.7284	22.3214	20.0896	16.2622
Length   11/  11, alignment  0/ 3:	22.3191	21.711	22.3536	20.3752	16.965
Length   11/  11, alignment  3/ 0:	22.2954	21.7118	22.3705	20.0861	20.3939
Length   12/  12, alignment  0/ 0:	22.407	22.092	22.5463	20.4512	17.0432
Length   12/  12, alignment  0/ 0:	22.6861	21.7114	22.4527	20.5301	17.3712
Length   12/  12, alignment  0/ 4:	22.7262	21.7291	22.5593	20.044	16.2342
Length   12/  12, alignment  4/ 0:	22.7468	21.7118	22.4999	20.0989	18.2342
Length   13/  13, alignment  0/ 0:	22.1146	21.6943	22.5333	20.5371	17.8262
Length   13/  13, alignment  0/ 0:	22.2308	21.5952	22.5746	20.5487	18.1326
Length   13/  13, alignment  0/ 5:	22.3516	21.58	22.3724	20.4896	16.9759
Length   13/  13, alignment  5/ 0:	22.117	21.5056	22.6428	20.5498	19.0608
Length   14/  14, alignment  0/ 0:	22.5854	21.7116	22.6454	20.5528	18.6533
Length   14/  14, alignment  0/ 0:	22.5839	21.7115	22.4669	20.5477	18.8341
Length   14/  14, alignment  0/ 6:	22.6028	21.7286	22.6282	20.2224	17.4929
Length   14/  14, alignment  6/ 0:	22.342	21.7283	22.5882	20.551	19.3375
Length   15/  15, alignment  0/ 0:	22.4556	21.7111	22.5351	19.8413	18.0336
Length   15/  15, alignment  0/ 0:	22.2857	21.7117	22.4425	19.7938	18.1331
Length   15/  15, alignment  0/ 7:	22.6102	21.7114	22.3858	19.8089	18.2275
Length   15/  15, alignment  7/ 0:	22.0806	21.8	22.4401	19.892	19.0517
Length   16/  16, alignment  0/ 0:	22.7056	21.751	22.4113	21.4734	15.6283
Length   16/  16, alignment  7/ 2:	22.4835	21.7317	22.4497	21.4781	19.3575
Length   16/   4, alignment  0/ 0:	22.6022	21.7461	22.473	20.1994	16.682
Length   16/   4, alignment  7/ 2:	22.4931	21.7283	22.3703	20.5393	16.3853
Length   32/  32, alignment  0/ 0:	23.6826	23.7691	24.0629	22.5262	17.9001
Length   32/  32, alignment  6/ 4:	27.6201	25.5429	26.5944	25.783	25.6571
Length   32/   8, alignment  0/ 0:	22.8778	22.9239	23.0441	21.8792	17.2436
Length   32/   8, alignment  6/ 4:	23.2543	22.35	22.9888	22.5591	22.3937
Length   64/  64, alignment  0/ 0:	25.206	25.3854	25.8048	24.4419	25.1487
Length   64/  64, alignment  5/ 6:	29.3251	28.9148	29.3948	27.6608	34.9183
Length   64/  16, alignment  0/ 0:	28.1645	28.3394	26.7269	24.0485	21.3455
Length   64/  16, alignment  5/ 6:	28.3628	28.2733	28.8806	26.7038	32.2735
Length  128/ 128, alignment  0/ 0:	26.2145	25.8683	26.6106	28.0467	45.4789
Length  128/ 128, alignment  4/ 0:	29.8187	29.3491	29.1518	31.1788	51.8055
Length  128/  32, alignment  0/ 0:	26.8918	26.512	26.9185	28.4932	39.0556
Length  128/  32, alignment  4/ 0:	32.5396	31.1268	31.7014	30.8012	52.3176
Length  256/ 256, alignment  0/ 0:	35.1516	29.8928	30.768	31.7756	91.6475
Length  256/ 256, alignment  3/ 2:	39.5648	35.8113	36.8973	36.5186	104.278
Length  256/  64, alignment  0/ 0:	31.0122	30.1207	30.9489	31.8516	70.7589
Length  256/  64, alignment  3/ 2:	35.9123	35.2657	36.0932	36.0754	84.9405
Length  512/ 512, alignment  0/ 0:	47.4253	32.7058	34.7062	48.8431	184.848
Length  512/ 512, alignment  2/ 4:	50.5819	43.7747	44.7307	50.5647	196.788
Length  512/ 128, alignment  0/ 0:	33.6531	33.1132	33.5695	40.0351	123.239
Length  512/ 128, alignment  2/ 4:	44.2229	43.6741	44.672	52.9509	140.731
Length 1024/1024, alignment  0/ 0:	53.4195	50.5122	56.7686	81.9618	403.559
Length 1024/1024, alignment  1/ 6:	60.5591	58.955	59.7638	83.9027	415.544
Length 1024/ 256, alignment  0/ 0:	46.5157	41.1245	43.1826	73.651	261.367
Length 1024/ 256, alignment  1/ 6:	66.4289	61.5514	62.6552	84.022	274.549
Length   16/   1, alignment  1/ 2:	23.1152	22.2594	22.9835	21.0486	19.573
Length   16/   1, alignment  2/ 1:	22.6561	22.3166	22.9697	20.6208	15.6892
Length   16/  10, alignment  1/ 1:	22.6542	22.1312	22.9677	20.7402	28.2206
Length   16/  10, alignment  1/ 1:	22.6488	21.7313	22.4738	20.5579	28.207
Length   32/   1, alignment  2/ 4:	23.6854	22.87	23.5233	22.0627	23.1199
Length   32/   1, alignment  4/ 2:	23.1259	22.3501	23.201	21.8428	16.406
Length   32/  10, alignment  2/ 2:	23.3321	22.4997	23.4322	21.9993	30.8201
Length   32/  10, alignment  2/ 2:	23.4346	22.3499	23.5573	21.9966	30.8187
Length   64/   1, alignment  3/ 6:	28.3307	26.2156	27.195	25.3959	28.247
Length   64/   1, alignment  6/ 3:	26.7462	26.965	26.9213	25.037	20.342
Length   64/  10, alignment  3/ 3:	27.7361	26.1891	26.9226	24.998	37.7584
Length   64/  10, alignment  3/ 3:	28.1863	26.2239	27.2843	25.4856	37.5998
Length  128/   1, alignment  4/ 0:	30.9552	30.9269	30.7048	30.4404	34.2131
Length  128/   1, alignment  0/ 4:	28.9554	28.337	29.1426	28.6255	35.4666
Length  128/  10, alignment  4/ 4:	30.9868	30.4623	30.887	29.8879	54.4007
Length  128/  10, alignment  4/ 4:	30.775	30.4212	30.8299	29.9733	54.4916
Length  256/   1, alignment  5/ 2:	32.4326	32.1816	32.8645	34.0327	58.5313
Length  256/   1, alignment  2/ 5:	35.7454	34.9439	34.9952	35.677	79.4022
Length  256/  10, alignment  5/ 5:	35.4796	34.7706	34.8988	35.8309	92.3787
Length  256/  10, alignment  5/ 5:	34.9967	34.1832	35.1221	35.6405	91.3094
Length  512/   1, alignment  6/ 4:	41.7861	40.9139	41.2844	48.4743	108.286
Length  512/   1, alignment  4/ 6:	45.1112	43.5382	44.069	47.0266	143.017
Length  512/  10, alignment  6/ 6:	42.9126	42.8057	43.5309	53.0946	167.215
Length  512/  10, alignment  6/ 6:	43.4452	42.3453	43.3081	52.0152	166.944
Length 1024/   1, alignment  7/ 6:	39.6338	39.8219	40.9253	56.9793	232.841
Length 1024/   1, alignment  6/ 7:	62.6288	62.9131	63.4533	66.8622	296.393
Length 1024/  10, alignment  7/ 7:	61.2114	61.0418	62.0107	70.2578	346.764
Length 1024/  10, alignment  7/ 7:	61.5806	60.8484	62.1021	65.3589	348.418
