                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.3829	7.4249	7.76959	7.45479	11.6635
Length   16, n   16, alignment  1/ 1:	11.8298	7.57645	7.53841	6.93513	11.2953
Length   16, n   16, alignment  1/ 2:	17.3841	8.82633	7.82337	6.85297	11.4579
Length   16, n   16, alignment  2/ 1:	11.6667	7.59276	7.53841	6.85301	11.1762
Length    2, n    4, alignment  7/ 2:	15.0133	11.4932	11.7188	11.7381	13.7118
Length    4, n    2, alignment  2/ 7:	10.817	8.23542	8.22366	6.85306	11.0012
Length    2, n    4, alignment  7/ 2:	13.2666	10.9787	11.6501	11.588	12.8734
Length    4, n    2, alignment  2/ 7:	10.9165	8.10669	8.22362	6.853	11.4683
Length   16, n   16, alignment  2/ 2:	11.7756	7.56312	7.53837	6.85304	11.0969
Length   16, n   16, alignment  2/ 2:	11.6843	7.56683	7.53833	6.85303	11.2709
Length   16, n   16, alignment  2/ 4:	11.891	7.67096	7.53824	7.00941	11.2739
Length   16, n   16, alignment  4/ 2:	11.9759	7.72671	7.72681	6.93597	11.2436
Length    4, n    8, alignment  6/ 4:	14.19	12.1645	12.1346	11.6553	13.8038
Length    8, n    4, alignment  4/ 6:	11.4274	7.72397	8.22383	6.93789	11.288
Length    4, n    8, alignment  6/ 4:	14.3946	11.8838	11.9621	11.6641	14.3298
Length    8, n    4, alignment  4/ 6:	11.3114	7.53861	8.40016	6.85307	11.1174
Length   16, n   16, alignment  3/ 3:	11.8728	7.53828	7.54354	7.01083	11.348
Length   16, n   16, alignment  3/ 3:	11.8961	7.62726	7.60331	6.94739	11.2306
Length   16, n   16, alignment  3/ 6:	12.0396	7.73218	7.6141	6.8529	11.1911
Length   16, n   16, alignment  6/ 3:	11.8254	7.73787	7.5927	6.94921	11.4457
Length    8, n   16, alignment  5/ 6:	14.2467	11.1693	10.1767	11.65	14.3066
Length   16, n    8, alignment  6/ 5:	11.418	8.35029	8.90891	6.85786	11.2379
Length    8, n   16, alignment  5/ 6:	14.1877	11.2389	10.2082	11.6501	13.9701
Length   16, n    8, alignment  6/ 5:	11.504	8.38388	8.90895	6.86837	11.4052
Length   16, n   16, alignment  4/ 4:	11.869	7.59394	7.5383	6.87158	11.3938
Length   16, n   16, alignment  4/ 4:	11.6598	7.61991	7.74312	6.90881	11.2557
Length   16, n   16, alignment  4/ 0:	11.9482	7.60913	7.72702	6.96204	11.1103
Length   16, n   16, alignment  0/ 4:	11.8215	7.60244	7.73163	6.87989	11.2749
Length   16, n   32, alignment  4/ 0:	15.3236	10.776	10.5246	11.6699	14.209
Length   32, n   16, alignment  0/ 4:	11.7159	7.06215	7.02978	7.02836	11.1147
Length   16, n   32, alignment  4/ 0:	15.0952	10.6557	10.5265	11.6557	14.2091
Length   32, n   16, alignment  0/ 4:	11.6733	6.85319	6.85902	6.87351	11.4409
Length   16, n   16, alignment  5/ 5:	11.9921	7.65057	7.54371	6.85289	11.3799
Length   16, n   16, alignment  5/ 5:	11.8108	7.56453	7.72676	6.93424	11.3523
Length   16, n   16, alignment  5/ 2:	11.816	7.73209	7.60712	6.98817	11.1495
Length   16, n   16, alignment  2/ 5:	11.8999	7.63944	7.66507	6.85291	11.2364
Length   32, n   64, alignment  3/ 2:	18.7898	10.4385	10.4847	12.5495	19.4531
