                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    6, alignments in bytes  0/ 6:	24.7007	20.7389	21.3936	6.12463	12.0424
Length    6, alignments in bytes  6/ 0:	24.502	16.0527	16.7363	5.35095	8.71582
Length    7, alignments in bytes  0/ 0:	22.5046	20.7386	21.3944	5.37744	12.0599
Length    7, alignments in bytes  0/ 0:	22.4144	20.7399	21.4038	5.86499	12.0498
Length    7, alignments in bytes  0/ 7:	23.0066	20.7413	21.3983	5.3645	12.0483
Length    7, alignments in bytes  7/ 0:	22.6488	15.6888	16.3522	5.23828	11.1243
Length    8, alignments in bytes  0/ 0:	21.8754	20.2629	21.1565	6.01819	5.90552
Length    8, alignments in bytes  0/ 0:	22.0045	20.2606	21.1538	6.02454	5.88757
Length    8, alignments in bytes  0/ 0:	21.8887	20.257	21.1375	6.0177	5.88757
Length    8, alignments in bytes  0/ 0:	21.9233	20.2557	21.1572	6.01245	5.89551
Length    9, alignments in bytes  0/ 0:	21.7731	20.2583	21.1392	7.14429	6.98535
Length    9, alignments in bytes  0/ 0:	21.7434	20.2584	21.1545	7.13647	6.66138
Length    9, alignments in bytes  0/ 1:	21.6926	20.2565	21.1493	7.45789	7.27649
Length    9, alignments in bytes  1/ 0:	21.7709	20.2584	21.1615	7.40149	14.468
Length   10, alignments in bytes  0/ 0:	21.6963	20.2574	21.1514	8.78992	8.1156
Length   10, alignments in bytes  0/ 0:	23.0115	21.3342	21.0659	7.52319	7.54932
Length   10, alignments in bytes  0/ 2:	21.9896	20.2574	21.1393	7.38086	8.07092
Length   10, alignments in bytes  2/ 0:	22.0864	20.278	21.085	7.29517	15.4247
Length   11, alignments in bytes  0/ 0:	21.4192	19.8374	20.6443	6.74622	8.10193
Length   11, alignments in bytes  0/ 0:	21.5221	19.8434	20.5881	7.34961	8.40466
Length   11, alignments in bytes  0/ 3:	21.4019	19.7942	20.6674	7.21899	8.59607
Length   11, alignments in bytes  3/ 0:	21.399	19.7993	20.6743	7.12537	15.0687
Length   12, alignments in bytes  0/ 0:	21.511	19.7996	20.6786	7.35974	8.96143
Length   12, alignments in bytes  0/ 0:	24.0131	22.9187	22.6239	7.8938	10.2936
Length   12, alignments in bytes  0/ 4:	22.9685	21.2458	22.1711	7.90613	9.61804
Length   12, alignments in bytes  4/ 0:	22.1761	19.7954	21.0385	7.13062	11.5532
Length   13, alignments in bytes  0/ 0:	21.4098	19.7986	20.676	7.3606	11.6772
Length   13, alignments in bytes  0/ 0:	21.3792	19.7998	20.686	7.3457	11.6393
Length   13, alignments in bytes  0/ 5:	21.4103	19.796	20.5607	7.37097	10.3595
Length   13, alignments in bytes  5/ 0:	21.4055	19.796	20.6876	7.48364	13.6752
Length   14, alignments in bytes  0/ 0:	23.3529	19.7944	20.6621	7.35962	12.7905
Length   14, alignments in bytes  0/ 0:	24.3335	19.796	21.2863	7.42175	12.7439
Length   14, alignments in bytes  0/ 6:	21.4062	19.7948	20.6676	7.37024	12.1451
Length   14, alignments in bytes  6/ 0:	21.4941	19.7946	20.6777	7.12793	13.4377
Length   15, alignments in bytes  0/ 0:	21.2241	19.7964	20.6592	5.12219	12.1516
Length   15, alignments in bytes  0/ 0:	21.286	19.7993	20.5627	5.11475	12.1379
Length   15, alignments in bytes  0/ 7:	21.2172	19.7939	20.6702	5.11902	12.1327
Length   15, alignments in bytes  7/ 0:	21.2355	19.7998	20.5746	5.1106	13.7638
Length   16, alignments in bytes  0/ 0:	21.235	19.8015	20.4386	5.75195	7.19214
Length   16, alignments in bytes  7/ 2:	21.2875	19.8008	20.4376	6.06848	13.9399
Length   32, alignments in bytes  0/ 0:	22.8513	7.03809	6.40991	7.4281	10.0144
Length   32, alignments in bytes  6/ 4:	22.9264	6.40161	6.39136	10.749	15.6752
Length   64, alignments in bytes  0/ 0:	24.4069	8.66016	8.79846	8.49609	14.7029
Length   64, alignments in bytes  5/ 6:	27.2678	19.3394	19.9178	11.6191	24.6517
Length  128, alignments in bytes  0/ 0:	26.2411	9.43579	10.4614	13.1182	26.0109
Length  128, alignments in bytes  4/ 0:	26.6748	18.1101	18.6567	13.9147	32.3004
Length  256, alignments in bytes  0/ 0:	33.1838	13.266	16.6141	16.469	51.0947
Length  256, alignments in bytes  3/ 2:	42.2266	15.2616	18.3003	18.609	59.2087
Length  512, alignments in bytes  0/ 0:	40.4789	18.2441	21.3986	26.8442	105.634
Length  512, alignments in bytes  2/ 4:	46.5549	21.4117	23.5985	27.4882	151.187
Length 1024, alignments in bytes  0/ 0:	50.4774	26.9899	29.2831	45.546	230.693
Length 1024, alignments in bytes  1/ 6:	63.1349	38.5615	34.2236	45.9395	312.47
Length   16, alignments in bytes  1/ 2:	23.49	20.2609	20.9174	6.08606	17.6735
Length   16, alignments in bytes  2/ 1:	21.6119	20.2552	20.9114	6.21777	15.2091
Length   16, alignments in bytes  1/ 1:	21.6125	20.256	20.9097	5.88318	15.6991
Length   16, alignments in bytes  1/ 1:	21.61	20.2574	20.9106	5.88086	14.653
Length   32, alignments in bytes  2/ 4:	23.4761	7.88904	8.00049	10.8446	21.9139
Length   32, alignments in bytes  4/ 2:	23.5109	6.54199	6.53979	11.0789	16.561
Length   32, alignments in bytes  2/ 2:	23.4791	6.55225	6.81384	10.5197	16.6477
Length   32, alignments in bytes  2/ 2:	23.478	6.547	6.74792	10.4763	17.0312
Length   64, alignments in bytes  3/ 6:	28.1438	9.42651	10.1763	10.582	28.9268
Length   64, alignments in bytes  6/ 3:	28.5869	20.2909	20.8718	12.1115	20.3508
Length   64, alignments in bytes  3/ 3:	28.4995	8.22974	9.46362	9.57483	22.231
Length   64, alignments in bytes  3/ 3:	28.1575	8.23645	9.46558	9.56506	22.2343
Length  128, alignments in bytes  4/ 0:	28.2225	18.6481	19.5154	14.2162	34.3752
Length  128, alignments in bytes  0/ 4:	30.8245	10.6733	13.4093	13.9047	36.6108
Length  128, alignments in bytes  4/ 4:	31.436	18.905	19.619	14.969	34.433
Length  128, alignments in bytes  4/ 4:	31.0553	17.6582	18.7057	14.4004	34.3608
Length  256, alignments in bytes  5/ 2:	36.4542	20.7965	20.2396	20.401	61.0175
Length  256, alignments in bytes  2/ 5:	38.6416	17.2651	21.455	20.4294	86.9431
Length  256, alignments in bytes  5/ 5:	37.1404	21.3564	20.9149	18.6104	62.1039
Length  256, alignments in bytes  5/ 5:	37.3031	21.3568	20.9271	18.6156	61.2073
Length  512, alignments in bytes  6/ 4:	39.6189	24.5695	23.795	28.7983	137.481
Length  512, alignments in bytes  4/ 6:	47.229	26.1509	26.0636	29.4657	155.721
Length  512, alignments in bytes  6/ 6:	45.3458	25.0626	24.8208	28.8911	137.139
Length  512, alignments in bytes  6/ 6:	45.3529	24.3862	23.8395	28.7864	140.615
Length 1024, alignments in bytes  7/ 6:	50.4905	38.1179	35.4275	46.8104	238.031
Length 1024, alignments in bytes  6/ 7:	65.7345	39.1887	35.2977	47.1705	314.444
Length 1024, alignments in bytes  7/ 7:	56.3807	31.2816	31.5211	46.778	239.168
Length 1024, alignments in bytes  7/ 7:	60.2151	31.2313	31.537	50.1912	239.16
Length   16, alignments in bytes  0/ 4:	24.2009	20.7454	21.4154	6.28809	9.77283
Length   16, alignments in bytes  4/ 0:	22.1285	20.7404	21.4097	6.33057	15.7034
Length   16, alignments in bytes  4/ 4:	22.1371	20.7391	21.4088	6.03308	15.0474
Length   16, alignments in bytes  2/ 2:	22.1305	20.739	21.4092	6.02441	14.9948
Length   16, alignments in bytes  2/ 6:	22.1237	20.7396	22.6196	6.38733	19.0448
Length   16, alignments in bytes  6/ 2:	22.9276	20.7386	21.4087	6.38037	16.0355
Length   16, alignments in bytes  1/ 7:	22.2894	20.7415	21.4091	6.21765	19.1064
Length   16, alignments in bytes  7/ 1:	22.2303	20.7389	21.411	6.35364	14.6277
Length   16, alignments in bytes  3/ 4:	22.2948	20.7394	21.4092	6.15002	15.4031
Length   16, alignments in bytes  4/ 3:	22.2986	20.7415	21.4086	6.3457	14.7096
Length   16, alignments in bytes  5/ 7:	22.3585	20.7407	21.4589	6.1554	14.743
Length   16, alignments in bytes  7/ 5:	21.8385	20.2574	20.9108	6.20422	14.0558
Length   20, alignments in bytes  0/ 4:	21.8506	20.2577	20.9116	7.70447	11.8884
Length   20, alignments in bytes  4/ 0:	21.8508	20.2585	20.9113	6.35608	13.9098
Length   20, alignments in bytes  4/ 4:	21.764	20.2603	20.9114	7.03491	13.2518
Length   20, alignments in bytes  2/ 2:	21.7578	20.2589	20.9111	7.05066	18.9739
Length   20, alignments in bytes  2/ 6:	21.7833	20.2574	20.9109	7.69519	19.9226
Length   20, alignments in bytes  6/ 2:	21.7593	20.259	20.9115	6.35559	13.562
Length   20, alignments in bytes  1/ 7:	21.8503	20.2577	20.9109	7.69226	20.6246
Length   20, alignments in bytes  7/ 1:	21.7856	20.2599	20.912	7.31653	13.5437
Length   20, alignments in bytes  3/ 4:	23.2043	21.246	21.8093	8.07642	16.9641
Length   20, alignments in bytes  4/ 3:	21.7153	20.2585	20.9114	7.33899	13.827
Length   20, alignments in bytes  5/ 7:	21.7843	20.2595	21.3107	7.8988	14.6085
Length   20, alignments in bytes  7/ 5:	21.278	19.8003	20.4377	7.18481	12.7858
Length   24, alignments in bytes  0/ 4:	21.2333	19.7991	20.4355	7.89771	11.2787
Length   24, alignments in bytes  4/ 0:	21.2164	19.7957	20.4338	7.17529	16.1812
Length   24, alignments in bytes  4/ 4:	21.2129	19.7971	20.4347	6.87	15.0011
Length   24, alignments in bytes  2/ 2:	21.2301	19.7966	20.4344	6.88257	15.373
Length   24, alignments in bytes  2/ 6:	21.2133	19.7966	20.4347	7.88672	19.2006
Length   24, alignments in bytes  6/ 2:	21.2195	19.7983	20.4365	7.1947	16.02
Length   24, alignments in bytes  1/ 7:	21.2954	19.7957	20.4355	7.89917	19.7106
Length   24, alignments in bytes  7/ 1:	21.2223	19.799	20.4362	7.17932	14.724
Length   24, alignments in bytes  3/ 4:	21.2146	19.7991	20.4358	7.88489	16.6163
Length   24, alignments in bytes  4/ 3:	21.2723	19.8	20.4382	7.19128	14.8257
Length   24, alignments in bytes  5/ 7:	21.2795	19.7996	20.4377	7.89185	15.7527
Length   24, alignments in bytes  7/ 5:	21.2844	19.7998	20.4373	7.19482	16.043
Length   28, alignments in bytes  0/ 4:	22.8435	20.5459	20.4349	8.25	12.8939
Length   28, alignments in bytes  4/ 0:	21.2222	19.7974	20.4342	7.83447	15.0009
Length   28, alignments in bytes  4/ 4:	21.2899	19.7983	20.4344	7.40344	14.0233
Length   28, alignments in bytes  2/ 2:	21.2637	19.7971	20.6926	7.40857	18.3444
Length   28, alignments in bytes  2/ 6:	21.2119	19.7998	20.4371	8.23291	21.7943
Length   28, alignments in bytes  6/ 2:	21.2335	19.7971	20.4357	7.83557	14.3132
Length   28, alignments in bytes  1/ 7:	21.2745	19.8003	20.4351	8.19971	22.3489
Length   28, alignments in bytes  7/ 1:	21.1235	19.7953	20.4335	8.41284	14.0642
Length   28, alignments in bytes  3/ 4:	21.1248	19.795	20.4342	8.30396	19.1869
Length   28, alignments in bytes  4/ 3:	21.1213	19.7996	20.4375	7.77051	14.8204
Length   28, alignments in bytes  5/ 7:	21.1219	19.7986	20.4381	8.34473	15.9482
Length   28, alignments in bytes  7/ 5:	21.1201	19.7948	20.4354	7.79407	14.2012
Length   32, alignments in bytes  0/ 4:	22.9457	6.48206	7.06702	8.21899	12.884
Length   32, alignments in bytes  4/ 0:	22.934	6.40906	6.3938	9.75427	16.6063
Length   32, alignments in bytes  4/ 4:	22.9797	6.40857	6.64929	9.36206	15.4991
Length   32, alignments in bytes  2/ 2:	22.9213	6.40515	6.67688	10.1919	16.3373
Length   32, alignments in bytes  2/ 6:	22.9209	7.69373	7.80298	12.2037	23.0326
Length   32, alignments in bytes  6/ 2:	23.976	6.39673	6.39307	9.67993	16.3894
Length   32, alignments in bytes  1/ 7:	22.9358	7.69824	7.82043	9.10815	21.7766
Length   32, alignments in bytes  7/ 1:	22.8954	6.39941	6.38977	8.85303	15.5883
Length   32, alignments in bytes  3/ 4:	22.9241	7.67517	7.80347	9.72437	18.7023
Length   32, alignments in bytes  4/ 3:	22.8811	6.40063	6.39465	10.8292	15.707
Length   32, alignments in bytes  5/ 7:	22.9761	7.69116	7.80835	10.9381	16.8636
Length   32, alignments in bytes  7/ 5:	22.9731	6.38684	6.40662	8.8468	15.5032
Length   36, alignments in bytes  0/ 4:	22.9185	19.8005	19.4679	10.0908	14.0226
Length   36, alignments in bytes  4/ 0:	22.886	17.144	17.3923	9.84412	15.9316
Length   36, alignments in bytes  4/ 4:	22.9304	21.7133	21.3015	9.36658	14.8524
Length   36, alignments in bytes  2/ 2:	22.9796	21.7142	21.2302	9.99878	19.8246
Length   36, alignments in bytes  2/ 6:	22.8687	21.7147	21.3102	9.95837	23.9867
Length   36, alignments in bytes  6/ 2:	22.9006	17.1934	17.9008	9.89734	15.2429
Length   36, alignments in bytes  1/ 7:	22.957	21.7129	21.2897	10.1885	24.261
Length   36, alignments in bytes  7/ 1:	22.9445	11.7323	12.2682	9.901	14.7915
Length   36, alignments in bytes  3/ 4:	22.9834	21.7142	21.2474	9.71655	21.354
Length   36, alignments in bytes  4/ 3:	22.9802	22.2473	23.0083	10.6077	16.7289
Length   36, alignments in bytes  5/ 7:	22.8433	21.7135	22.068	11.0023	17.7136
Length   36, alignments in bytes  7/ 5:	22.9753	21.7135	21.1244	10.7244	15.0464
Length   40, alignments in bytes  0/ 4:	22.9741	19.8234	20.4645	10.3248	14.2234
Length   40, alignments in bytes  4/ 0:	22.9548	21.7123	22.1637	10.3854	17.299
Length   40, alignments in bytes  4/ 4:	22.9301	21.7126	22.2474	9.99683	16.521
Length   40, alignments in bytes  2/ 2:	22.972	21.7131	22.3085	9.97998	17.8022
Length   40, alignments in bytes  2/ 6:	22.9135	21.7131	22.2378	9.94177	23.2863
Length   40, alignments in bytes  6/ 2:	22.9795	21.7086	22.0159	10.7468	16.9066
Length   40, alignments in bytes  1/ 7:	22.9467	21.7131	22.313	10.3909	24.5376
Length   40, alignments in bytes  7/ 1:	23.5138	22.2155	22.6285	9.06018	16.7915
Length   40, alignments in bytes  3/ 4:	23.514	22.2181	22.781	10.9008	21.5731
Length   40, alignments in bytes  4/ 3:	23.5121	22.2056	22.8529	10.4626	17.0383
Length   40, alignments in bytes  5/ 7:	23.5204	22.2194	23.0841	10.6542	19.2059
Length   40, alignments in bytes  7/ 5:	22.9779	22.3236	23.9065	9.48096	16.9943
Length   44, alignments in bytes  0/ 4:	22.8597	19.8184	20.4496	10.2594	15.0759
Length   44, alignments in bytes  4/ 0:	22.8433	21.713	22.3234	9.09998	16.8016
Length   44, alignments in bytes  4/ 4:	22.9279	21.7134	22.2494	8.96265	15.8536
Length   44, alignments in bytes  2/ 2:	22.9858	21.713	22.2726	9.9928	20.0641
Length   44, alignments in bytes  2/ 6:	22.983	21.7128	22.2605	10.2374	25.4482
Length   44, alignments in bytes  6/ 2:	22.9739	21.7031	22.2894	10.0903	15.9912
Length   44, alignments in bytes  1/ 7:	22.9717	21.7136	22.2639	10.2278	26.0079
Length   44, alignments in bytes  7/ 1:	22.9264	21.7126	22.2174	9.14331	15.6012
Length   44, alignments in bytes  3/ 4:	22.9724	21.713	22.3248	9.70801	24.335
Length   44, alignments in bytes  4/ 3:	23.3706	22.2102	22.7935	9.32227	16.712
Length   44, alignments in bytes  5/ 7:	23.5179	22.2184	22.8256	10.5619	20.079
Length   44, alignments in bytes  7/ 5:	23.5028	22.2114	22.842	9.63464	16.0795
Length   48, alignments in bytes  0/ 4:	23.4561	20.2688	20.979	9.24927	15.974
Length   48, alignments in bytes  4/ 0:	23.4657	22.2172	23.818	10.1671	19.4431
Length   48, alignments in bytes  4/ 4:	23.5098	22.2188	22.6899	9.58704	18.3815
Length   48, alignments in bytes  2/ 2:	23.5249	22.2192	22.3455	10.5267	20.0254
Length   48, alignments in bytes  2/ 6:	23.5076	22.2172	22.3491	11.8065	25.3582
Length   48, alignments in bytes  6/ 2:	22.9697	21.7126	21.2655	9.59924	17.5045
Length   48, alignments in bytes  1/ 7:	22.9829	21.7128	21.8298	9.9718	25.4717
Length   48, alignments in bytes  7/ 1:	22.9717	21.7134	21.262	9.43054	17.1727
Length   48, alignments in bytes  3/ 4:	22.9816	21.7137	22.1625	9.51709	23.2424
Length   48, alignments in bytes  4/ 3:	22.9736	21.7117	21.8855	10.196	17.6426
Length   48, alignments in bytes  5/ 7:	22.9755	21.7128	21.8273	11.4681	21.6283
Length   48, alignments in bytes  7/ 5:	22.9592	21.7131	21.3104	9.41565	16.7975
Length   52, alignments in bytes  0/ 4:	22.9719	19.7972	20.6021	10.1854	16.7681
Length   52, alignments in bytes  4/ 0:	22.9805	21.7122	21.8662	9.91907	17.9646
Length   52, alignments in bytes  4/ 4:	22.8746	22.5974	22.6976	9.63196	17.7163
Length   52, alignments in bytes  2/ 2:	23.51	22.5756	22.6942	11.543	22.3326
Length   52, alignments in bytes  2/ 6:	23.5083	22.2162	22.3358	11.3038	27.9861
Length   52, alignments in bytes  6/ 2:	23.5182	22.2184	22.3832	10.9515	16.9314
Length   52, alignments in bytes  1/ 7:	23.517	22.2201	22.3726	11.2695	28.2938
Length   52, alignments in bytes  7/ 1:	23.5182	22.219	22.3271	10.9354	16.7
Length   52, alignments in bytes  3/ 4:	23.506	22.2172	22.6937	9.72864	26.0311
Length   52, alignments in bytes  4/ 3:	22.9211	21.7125	22.1974	10.1821	17.5166
Length   52, alignments in bytes  5/ 7:	22.9192	21.7135	21.8358	11.4767	21.782
Length   52, alignments in bytes  7/ 5:	22.9707	21.715	21.8862	10.8649	16.2725
Length   56, alignments in bytes  0/ 4:	22.9236	19.7983	20.4907	10.4415	17.3892
Length   56, alignments in bytes  4/ 0:	22.9697	21.7117	21.855	11.4792	19.7246
Length   56, alignments in bytes  4/ 4:	22.9249	21.7131	21.8199	10.4788	19.4067
Length   56, alignments in bytes  2/ 2:	22.9355	21.7137	21.8268	10.4097	21.1429
Length   56, alignments in bytes  2/ 6:	22.9283	21.7135	21.8198	10.2261	27.7852
Length   56, alignments in bytes  6/ 2:	22.9763	21.7123	22.1974	10.8693	18.6406
Length   56, alignments in bytes  1/ 7:	22.9491	21.7128	22.1783	10.9225	27.3864
Length   56, alignments in bytes  7/ 1:	22.9214	21.7124	21.8698	9.41907	18.0342
Length   56, alignments in bytes  3/ 4:	22.9719	21.7136	21.8654	11.4996	25.2878
Length   56, alignments in bytes  4/ 3:	22.967	21.7123	21.8997	10.8599	19.0096
Length   56, alignments in bytes  5/ 7:	22.8571	21.7133	22.3547	11.7736	24.1882
Length   56, alignments in bytes  7/ 5:	23.3925	22.2169	22.41	9.64282	18.0673
Length   60, alignments in bytes  0/ 4:	23.5129	20.2593	20.9677	11.7627	19.1245
Length   60, alignments in bytes  4/ 0:	19.9961	22.2177	23.0321	9.81165	19.6307
Length   60, alignments in bytes  4/ 4:	24.5458	22.4655	22.5256	9.28345	18.7859
Length   60, alignments in bytes  2/ 2:	22.984	21.7128	22.1896	11.0159	23.6437
Length   60, alignments in bytes  2/ 6:	22.9801	21.7155	21.8234	11.4929	29.2078
Length   60, alignments in bytes  6/ 2:	19.5428	21.7145	22.5078	12.3696	18.4357
Length   60, alignments in bytes  1/ 7:	23.5183	22.5107	22.3511	11.7615	30.177
Length   60, alignments in bytes  7/ 1:	19.9971	22.2175	23.0311	10.1514	17.73
Length   60, alignments in bytes  3/ 4:	23.4576	22.219	22.7843	9.5188	26.8386
Length   60, alignments in bytes  4/ 3:	19.5281	21.7125	22.5084	9.58337	18.8728
Length   60, alignments in bytes  5/ 7:	24.0487	21.7135	22.4141	10.6196	23.7499
Length   60, alignments in bytes  7/ 5:	23.9664	21.7133	22.3966	9.90198	17.2651
Length   64, alignments in bytes  0/ 4:	29.031	8.76294	10.7632	9.82178	19.6971
Length   64, alignments in bytes  4/ 0:	24.9139	17.7628	18.3699	10.1385	21.5417
Length   64, alignments in bytes  4/ 4:	28.5123	20.2057	20.8304	10.7941	21.5021
Length   64, alignments in bytes  2/ 2:	28.1654	9.64539	10.4275	11.6594	23.004
Length   64, alignments in bytes  2/ 6:	28.0371	10.1719	11.1522	11.9491	29.8815
Length   64, alignments in bytes  6/ 2:	28.5914	17.7671	18.3572	11.4773	20.2369
Length   64, alignments in bytes  1/ 7:	28.0631	9.53809	10.479	10.3213	30.058
Length   64, alignments in bytes  7/ 1:	28.1498	17.7498	18.4121	10.129	19.3909
Length   64, alignments in bytes  3/ 4:	28.5024	10.0769	10.5599	10.4768	27.9486
Length   64, alignments in bytes  4/ 3:	28.5536	20.2695	20.9121	11.7625	21.0087
Length   64, alignments in bytes  5/ 7:	28.4794	20.2273	20.821	12.1179	26.0586
Length   64, alignments in bytes  7/ 5:	28.5859	20.269	20.9198	10.2267	19.3063
Length   68, alignments in bytes  0/ 4:	28.558	20.9132	21.5618	11.3268	21.5115
Length   68, alignments in bytes  4/ 0:	25.5918	22.8779	23.509	11.64	21.0194
Length   68, alignments in bytes  4/ 4:	28.1327	20.3239	20.766	10.7861	20.8409
Length   68, alignments in bytes  2/ 2:	28.099	17.7223	18.4622	11.7704	25.1897
Length   68, alignments in bytes  2/ 6:	28.1372	17.24	17.7531	11.3462	31.5452
Length   68, alignments in bytes  6/ 2:	28.5404	22.8746	23.5037	11.7775	19.3805
Length   68, alignments in bytes  1/ 7:	28.4832	17.1207	17.7611	11.8281	32.0382
Length   68, alignments in bytes  7/ 1:	28.1997	22.8737	23.5233	11.7736	19.0055
Length   68, alignments in bytes  3/ 4:	28.5469	17.8984	18.4795	10.4852	29.6865
Length   68, alignments in bytes  4/ 3:	28.1024	22.8722	23.8296	11.7675	20.9125
Length   68, alignments in bytes  5/ 7:	28.0997	20.322	20.7808	12.1382	26.3619
Length   68, alignments in bytes  7/ 5:	28.0905	22.8713	23.5031	12.0978	18.9462
Length   72, alignments in bytes  0/ 4:	28.4867	20.9071	21.1858	11.3774	21.6912
Length   72, alignments in bytes  4/ 0:	24.8433	22.869	23.5004	12.1016	23.2234
Length   72, alignments in bytes  4/ 4:	28.0575	17.8066	18.3156	11.7719	23.1663
Length   72, alignments in bytes  2/ 2:	28.1346	17.8035	18.3993	11.7748	24.6224
Length   72, alignments in bytes  2/ 6:	28.5038	21.5173	21.9773	11.7795	31.813
Length   72, alignments in bytes  6/ 2:	28.5441	22.8744	23.5251	12.1021	21.9869
Length   72, alignments in bytes  1/ 7:	28.0988	21.5148	21.9573	12.012	32.1617
Length   72, alignments in bytes  7/ 1:	28.5551	22.8693	23.5234	10.1171	20.8137
Length   72, alignments in bytes  3/ 4:	28.0208	17.825	18.3116	12.0946	29.9194
Length   72, alignments in bytes  4/ 3:	28.5303	22.0876	22.7179	12.1038	22.582
Length   72, alignments in bytes  5/ 7:	29.364	17.8007	18.4111	11.7791	28.0322
Length   72, alignments in bytes  7/ 5:	28.5585	22.8737	23.5021	10.1401	20.5421
Length   76, alignments in bytes  0/ 4:	28.5038	20.9015	21.1066	11.6337	23.7797
Length   76, alignments in bytes  4/ 0:	25.592	22.851	23.4021	10.4326	22.5917
Length   76, alignments in bytes  4/ 4:	28.1124	20.2382	20.9271	9.84778	22.5575
Length   76, alignments in bytes  2/ 2:	28.1091	17.7942	18.4121	11.7689	26.7067
Length   76, alignments in bytes  2/ 6:	28.4855	21.5172	21.9476	11.5518	33.8488
Length   76, alignments in bytes  6/ 2:	28.5245	22.8439	23.3876	12.817	20.9209
Length   76, alignments in bytes  1/ 7:	28.5334	21.512	19.6228	11.5471	34.3571
Length   76, alignments in bytes  7/ 1:	28.0636	22.8345	23.3838	10.7319	20.4799
Length   76, alignments in bytes  3/ 4:	28.1473	17.8009	18.4154	10.51	31.6849
Length   76, alignments in bytes  4/ 3:	28.0919	22.8365	23.4143	10.2753	22.5984
Length   76, alignments in bytes  5/ 7:	28.1418	20.3394	21.3486	11.7906	28.6132
Length   76, alignments in bytes  7/ 5:	28.5327	22.8362	23.3867	10.9403	20.4694
Length   80, alignments in bytes  0/ 4:	28.1736	20.9144	21.4338	10.1899	23.9333
Length   80, alignments in bytes  4/ 0:	25.6024	22.8444	23.3872	10.9067	24.7899
Length   80, alignments in bytes  4/ 4:	28.1401	17.8475	18.3861	11.2292	24.7772
Length   80, alignments in bytes  2/ 2:	28.0565	17.8359	18.3877	12.1476	26.2621
Length   80, alignments in bytes  2/ 6:	28.1226	21.486	21.9865	12.5637	34.1056
Length   80, alignments in bytes  6/ 2:	28.0674	22.838	23.3882	11.6741	23.5499
Length   80, alignments in bytes  1/ 7:	28.0463	21.557	21.9873	11.5239	34.4794
Length   80, alignments in bytes  7/ 1:	28.1531	22.8477	23.3813	10.9376	22.2061
Length   80, alignments in bytes  3/ 4:	28.5518	17.8708	18.3748	10.8673	32.1768
Length   80, alignments in bytes  4/ 3:	28.55	22.0753	22.5499	11.9276	24.2905
Length   80, alignments in bytes  5/ 7:	28.4694	17.8735	18.3774	12.3022	30.4518
Length   80, alignments in bytes  7/ 5:	28.5369	22.84	23.4001	10.9305	22.2321
Length   84, alignments in bytes  0/ 4:	28.5327	20.9084	21.4293	11.7637	25.8997
