                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   64, n   32, alignment  2/ 3:	11.4803	7.91414	7.96301	7.78336	11.4949
Length   32, n   64, alignment  3/ 2:	17.9562	10.1508	10.8067	13.912	16.7114
Length   64, n   32, alignment  2/ 3:	11.4327	7.94184	7.87618	7.72688	11.6485
Length   16, n   16, alignment  6/ 6:	13.2655	7.73219	8.42927	7.02422	11.4723
Length   16, n   16, alignment  6/ 6:	12.9515	7.72666	8.42932	7.02684	11.3209
Length   16, n   16, alignment  6/ 4:	13.0158	7.76455	8.47208	7.02421	11.4721
Length   16, n   16, alignment  4/ 6:	12.7997	7.74408	8.43454	7.02423	11.3159
Length   64, n  128, alignment  2/ 4:	16.2911	14.9658	14.1625	16.7004	16.3368
Length  128, n   64, alignment  4/ 2:	16.8026	13.2341	12.3666	18.635	23.0603
Length   64, n  128, alignment  2/ 4:	27.5049	22.2671	20.624	20.8107	24.7669
Length  128, n   64, alignment  4/ 2:	21.6928	12.4142	12.1635	16.7629	20.9251
Length   16, n   16, alignment  7/ 7:	20.0389	12.8677	13.4476	9.89881	18.4044
Length   16, n   16, alignment  7/ 7:	20.2784	12.6631	13.5173	10.0956	21.8478
Length   16, n   16, alignment  7/ 6:	19.998	12.6913	13.7973	9.08487	11.3069
Length   16, n   16, alignment  6/ 7:	12.9278	7.75573	8.44518	7.15284	11.506
Length  128, n  256, alignment  1/ 6:	21.2301	18.8448	17.7136	25.2641	21.1874
Length  256, n  128, alignment  6/ 1:	17.6433	14.2447	13.4154	20.2799	17.5886
Length  128, n  256, alignment  1/ 6:	23.3789	18.7951	17.8444	25.7898	21.5737
Length  256, n  128, alignment  6/ 1:	17.1576	14.2518	13.3165	20.3291	17.4764
Length    8, n   16, alignment  0/ 0:	14.7945	11.5218	11.2457	11.239	14.316
Length   32, n   16, alignment  0/ 0:	12.9996	7.03149	7.00888	6.94944	11.3682
Length    8, n   16, alignment  7/ 2:	14.7701	11.7089	11.7782	10.9647	14.1724
Length   32, n   16, alignment  7/ 2:	12.9512	7.74891	7.72683	7.02435	11.472
Length   16, n   32, alignment  0/ 0:	15.0469	10.0142	11.9013	11.6501	14.1809
Length   64, n   32, alignment  0/ 0:	11.4418	7.73212	7.74357	7.7321	11.5461
Length   16, n   32, alignment  6/ 4:	15.0304	10.8244	11.9471	11.9258	14.5998
Length   64, n   32, alignment  6/ 4:	11.5324	7.72678	7.74365	7.73207	11.6382
Length   32, n   64, alignment  0/ 0:	14.5544	10.0217	10.6789	14.0122	15.0149
Length  128, n   64, alignment  0/ 0:	13.9913	7.94237	7.93027	10.8067	13.0876
Length   32, n   64, alignment  5/ 6:	16.9178	11.6978	11.8857	14.3596	16.3531
Length  128, n   64, alignment  5/ 6:	13.9416	10.5367	10.5572	13.0134	13.6725
Length   64, n  128, alignment  0/ 0:	16.5087	13.6706	12.7398	15.4502	16.2207
Length  256, n  128, alignment  0/ 0:	16.2221	11.0874	11.2388	14.4672	16.1925
Length   64, n  128, alignment  4/ 0:	16.8641	14.2864	13.3424	16.4349	16.1617
Length  256, n  128, alignment  4/ 0:	16.5377	13.7889	13.0648	19.1257	15.8841
Length  128, n  256, alignment  0/ 0:	19.8735	16.6877	16.3292	23.5863	20.5528
Length  512, n  256, alignment  0/ 0:	19.0329	15.7715	15.5257	19.4533	19.7948
Length  128, n  256, alignment  3/ 2:	21.9909	17.8751	16.853	24.1417	21.2326
Length  512, n  256, alignment  3/ 2:	24.4364	21.4216	21.2462	23.8893	25.1394
Length  256, n  512, alignment  0/ 0:	28.6622	24.8999	23.5646	29.7063	28.3431
Length 1024, n  512, alignment  0/ 0:	30.1877	20.1961	20.182	30.7665	33.1923
Length  256, n  512, alignment  2/ 4:	30.7948	27.7611	26.2674	31.3461	30.3384
Length 1024, n  512, alignment  2/ 4:	33.0457	26.9031	27.399	35.0527	33.0878
Length  512, n 1024, alignment  0/ 0:	44.5204	30.6686	29.2936	45.8287	44.0465
Length 2048, n 1024, alignment  0/ 0:	48.1064	28.5418	29.8057	53.5683	49.1899
Length  512, n 1024, alignment  1/ 6:	52.7847	33.4696	29.8416	46.142	51.9971
Length 2048, n 1024, alignment  1/ 6:	54.5262	41.52	36.8539	56.6985	56.0978
