                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   64/  64, alignment  5/ 6:	40.8381	38.957	40.2859	36.4322	37.0791
Length   64/  16, alignment  0/ 0:	38.6932	38.3144	39.6198	32.7186	23.268
Length   64/  16, alignment  5/ 6:	42.159	43.1142	44.1927	37.3379	37.2101
Length  128/ 128, alignment  0/ 0:	40.1497	39.8166	40.7442	40.707	47.7984
Length  128/ 128, alignment  4/ 0:	48.4327	47.2556	48.6077	42.8621	54.7983
Length  128/  32, alignment  0/ 0:	41.3602	40.2367	41.5608	46.0439	40.9131
Length  128/  32, alignment  4/ 0:	46.4322	44.719	45.9445	46.9878	54.5219
Length  256/ 256, alignment  0/ 0:	44.8967	42.8683	42.843	43.0401	92.283
Length  256/ 256, alignment  3/ 2:	47.46	43.6559	44.1411	43.5678	104.673
Length  256/  64, alignment  0/ 0:	44.9473	44.7378	45.9958	45.0059	70.173
Length  256/  64, alignment  3/ 2:	49.1486	47.4588	49.5604	48.7334	84.0284
Length  512/ 512, alignment  0/ 0:	46.9048	44.49	47.6936	52.4105	185.213
Length  512/ 512, alignment  2/ 4:	50.1099	47.5126	47.3865	53.2404	197.533
Length  512/ 128, alignment  0/ 0:	47.563	48.8341	46.8666	55.5247	126.484
Length  512/ 128, alignment  2/ 4:	56.2011	53.4702	54.8412	65.1122	153.867
Length 1024/1024, alignment  0/ 0:	55.3478	53.9891	57.2701	83.6967	403.224
Length 1024/1024, alignment  1/ 6:	62.0902	58.4102	62.4729	86.4494	409.612
Length 1024/ 256, alignment  0/ 0:	59.4803	58.5081	56.703	78.5278	265.25
Length 1024/ 256, alignment  1/ 6:	67.8528	67.0031	65.7331	94.018	280.518
Length   16/   1, alignment  1/ 2:	24.5193	23.5247	24.0218	23.0844	20.7608
Length   16/   1, alignment  2/ 1:	24.0902	23.0078	23.2724	22.5531	16.2358
Length   16/  10, alignment  1/ 1:	24.1862	22.9896	23.2146	22.5579	29.388
Length   16/  10, alignment  1/ 1:	23.8719	22.4785	23.1345	22.5618	29.2326
Length   32/   1, alignment  2/ 4:	24.8613	23.7283	24.3716	31.3204	25.2159
Length   32/   1, alignment  4/ 2:	24.8624	23.104	23.7438	29.9868	17.2226
Length   32/  10, alignment  2/ 2:	25.0051	23.7513	24.3719	31.3177	33.8269
Length   32/  10, alignment  2/ 2:	24.8577	23.7288	24.3886	31.3182	33.8273
Length   64/   1, alignment  3/ 6:	37.2636	36.2369	37.5001	31.7099	30.3244
Length   64/   1, alignment  6/ 3:	35.5709	33.7621	35.0168	30.8695	21.7616
Length   64/  10, alignment  3/ 3:	37.3033	36.2355	37.4996	31.7885	41.4822
Length   64/  10, alignment  3/ 3:	37.2505	36.2437	37.4995	31.7783	41.5213
Length  128/   1, alignment  4/ 0:	38.4335	37.4629	38.5706	38.2273	36.9016
Length  128/   1, alignment  0/ 4:	39.3191	38.1016	39.5565	37.6229	38.182
Length  128/  10, alignment  4/ 4:	43.9372	43.0786	44.0962	38.3636	60.1659
Length  128/  10, alignment  4/ 4:	44.0121	43.0974	44.0865	37.6249	60.266
Length  256/   1, alignment  5/ 2:	40.1006	38.0269	39.0657	43.8647	60.0232
Length  256/   1, alignment  2/ 5:	42.185	41.7171	41.8867	44.7396	81.729
Length  256/  10, alignment  5/ 5:	46.8265	46.2089	47.1328	44.3341	97.5754
Length  256/  10, alignment  5/ 5:	47.297	47.4018	47.2381	44.5888	98.0587
Length  512/   1, alignment  6/ 4:	43.1509	42.8255	44.2112	46.768	112.177
Length  512/   1, alignment  4/ 6:	54.3292	55.6609	53.0989	50.8841	148.048
Length  512/  10, alignment  6/ 6:	49.1557	50.2228	49.9274	49.0932	175.032
Length  512/  10, alignment  6/ 6:	49.3287	50.4413	49.1573	50.3695	175.598
Length 1024/   1, alignment  7/ 6:	49.4917	50.0025	48.715	61.2579	231.387
Length 1024/   1, alignment  6/ 7:	64.0533	62.3172	63.869	72.6441	298.564
Length 1024/  10, alignment  7/ 7:	62.7181	61.3343	64.0318	69.3581	352.451
Length 1024/  10, alignment  7/ 7:	62.4518	61.3173	63.4458	69.9533	352.88
