                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.2008	22.6151	23.5939	21.3972	14.0045
Length    0/   0, alignment  0/ 0:	24.035	22.6145	22.4816	19.009	12.3683
Length    0/   0, alignment  0/ 0:	21.3781	20.5132	21.4502	19.0062	12.5515
Length    0/   0, alignment  0/ 0:	21.3779	20.7395	21.9619	21.3586	13.9452
Length    1/   1, alignment  0/ 0:	23.82	20.6697	20.872	19.0443	13.438
Length    1/   1, alignment  0/ 0:	21.9703	20.1564	20.8722	19.0546	13.8256
Length    1/   1, alignment  0/ 1:	21.3782	20.1565	20.7673	19.2682	6.58437
Length    1/   1, alignment  1/ 0:	21.3782	20.4157	21.5724	20.7129	13.4854
Length    2/   2, alignment  0/ 0:	21.726	20.8153	21.8536	20.4323	14.0992
Length    2/   2, alignment  0/ 0:	22.348	21.2289	22.2224	19.6694	14.097
Length    2/   2, alignment  0/ 2:	21.9001	21.4058	21.5831	19.9255	8.74391
Length    2/   2, alignment  2/ 0:	21.9968	21.5459	21.9427	20.1314	14.4153
Length    3/   3, alignment  0/ 0:	22.0453	20.8772	21.5288	19.5085	14.5379
Length    3/   3, alignment  0/ 0:	22.3061	20.7573	21.6405	19.4258	14.5566
Length    3/   3, alignment  0/ 3:	22.0139	20.6046	21.2291	19.4947	10.619
Length    3/   3, alignment  3/ 0:	21.8535	20.6044	21.2286	19.5218	16.2938
Length    4/   4, alignment  0/ 0:	22.1824	21.27	22.1238	20.0797	16.3874
Length    4/   4, alignment  0/ 0:	22.2063	21.6856	22.2015	20.0796	16.4016
Length    4/   4, alignment  0/ 4:	22.469	21.2337	22.0762	20.0819	13.7375
Length    4/   4, alignment  4/ 0:	22.4228	21.2499	22.0762	20.1025	17.6861
Length    5/   5, alignment  0/ 0:	22.0303	21.2717	22.0762	20.1343	17.2276
Length    5/   5, alignment  0/ 0:	22.0655	21.2643	22.2199	20.1119	17.2303
Length    5/   5, alignment  0/ 5:	22.3162	21.252	22.0763	20.1196	14.9897
Length    5/   5, alignment  5/ 0:	22.5427	21.2974	22.0762	20.1562	17.7688
Length    6/   6, alignment  0/ 0:	22.0261	21.2634	22.0763	20.1051	17.8328
Length    6/   6, alignment  0/ 0:	22.0732	21.2692	22.0763	20.1077	17.8489
Length    6/   6, alignment  0/ 6:	22.0045	21.2339	22.61	20.1432	17.0054
Length    6/   6, alignment  6/ 0:	21.7332	21.1241	22.0762	20.1135	18.4301
Length    7/   7, alignment  0/ 0:	22.0108	21.2709	22.0762	19.4625	17.5664
Length    7/   7, alignment  0/ 0:	22.6279	21.7462	22.3519	19.5001	17.5706
Length    7/   7, alignment  0/ 7:	22.1686	21.6681	22.0931	19.4418	17.668
Length    7/   7, alignment  7/ 0:	22.0773	21.2315	22.1095	19.4653	18.3095
Length    8/   8, alignment  0/ 0:	22.135	21.2717	22.1185	20.0574	14.986
Length    8/   8, alignment  0/ 0:	22.1614	21.2286	21.9082	20.0712	14.9859
Length    8/   8, alignment  0/ 0:	22.1526	21.2289	21.989	20.0567	15.0034
Length    8/   8, alignment  0/ 0:	22.1122	21.2289	21.9074	20.0797	14.9855
Length    9/   9, alignment  0/ 0:	22.1583	20.935	21.9273	19.8827	14.7708
Length    9/   9, alignment  0/ 0:	22.1794	21.2461	22.1156	20.1186	14.9875
