                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length    8, n   16, alignment  5/ 6:	27.9973	29.0515	29.0036	12.4877	28.1035
Length   16, n    8, alignment  6/ 5:	28.6606	9.37124	10.1464	7.80488	24.1708
Length   16, n   16, alignment  4/ 4:	28.2701	8.58537	9.37102	7.80467	24.1489
Length   16, n   16, alignment  4/ 4:	27.1714	8.59088	9.36568	7.81002	24.1686
Length   16, n   16, alignment  4/ 0:	26.8706	8.58523	9.3962	7.80479	28.1882
Length   16, n   16, alignment  0/ 4:	24.1469	8.58529	9.37119	7.80473	28.0886
Length   16, n   32, alignment  4/ 0:	28.7839	24.0981	25.3613	13.2682	27.7581
Length   32, n   16, alignment  0/ 4:	28.2693	7.80495	7.81063	7.80475	27.0069
Length   16, n   32, alignment  4/ 0:	28.8545	24.0872	25.3787	13.2753	27.6251
Length   32, n   16, alignment  0/ 4:	28.1093	7.81086	7.80511	7.80476	24.5735
Length   16, n   16, alignment  5/ 5:	28.2318	8.58529	9.3718	7.80466	28.0793
Length   16, n   16, alignment  5/ 5:	27.0232	8.58551	9.37152	7.8047	25.8743
Length   16, n   16, alignment  5/ 2:	28.0818	8.5907	9.36566	7.81005	27.0134
Length   16, n   16, alignment  2/ 5:	28.0764	8.59037	9.36571	7.80478	26.8942
Length   32, n   64, alignment  3/ 2:	33.5968	13.2615	12.9532	23.4805	30.1985
Length   64, n   32, alignment  2/ 3:	28.4311	8.59246	8.58546	8.59077	24.2405
Length   32, n   64, alignment  3/ 2:	32.8428	13.2408	12.9375	23.4759	30.1507
Length   64, n   32, alignment  2/ 3:	28.4303	8.5908	8.58532	8.58535	24.2275
Length   16, n   16, alignment  6/ 6:	28.2753	8.58524	9.37109	7.80465	24.1534
Length   16, n   16, alignment  6/ 6:	28.1617	8.5853	9.36567	7.80993	24.1484
Length   16, n   16, alignment  6/ 4:	28.1865	8.59121	9.3657	7.80462	24.1567
Length   16, n   16, alignment  4/ 6:	27.9012	8.58533	9.37097	7.80464	24.1521
Length   64, n  128, alignment  2/ 4:	35.3335	24.7394	26.184	24.9153	31.1241
Length  128, n   64, alignment  4/ 2:	14.989	11.7071	11.7145	14.3768	15.0363
Length   64, n  128, alignment  2/ 4:	35.3267	24.7349	26.1364	24.9197	31.1091
Length  128, n   64, alignment  4/ 2:	15.0058	10.1515	11.7071	14.3794	15.0741
Length   16, n   16, alignment  7/ 7:	24.1273	8.58528	9.37148	7.80478	24.1609
Length   16, n   16, alignment  7/ 7:	24.1636	8.59056	9.36575	7.80979	24.1608
Length   16, n   16, alignment  7/ 6:	24.1504	8.58515	9.37094	7.80473	24.1578
Length   16, n   16, alignment  6/ 7:	24.2335	8.59037	9.36571	7.8099	24.1608
Length  128, n  256, alignment  1/ 6:	35.8724	24.3136	24.9877	30.8013	34.6114
Length  256, n  128, alignment  6/ 1:	18.7361	16.8956	16.6087	22.7811	19.1214
Length  128, n  256, alignment  1/ 6:	36.007	24.6402	24.9145	30.6986	34.6517
Length  256, n  128, alignment  6/ 1:	18.7441	16.9272	16.6557	22.7579	19.1141
Length    8, n   16, alignment  0/ 0:	28.9873	29.0531	29.2658	12.4878	28.0568
Length   32, n   16, alignment  0/ 0:	24.1808	7.80486	7.80506	7.81159	24.2543
Length    8, n   16, alignment  7/ 2:	28.8983	29.0565	29.3078	12.4929	28.051
Length   32, n   16, alignment  7/ 2:	28.1776	8.59266	8.58522	7.80474	28.1701
Length   16, n   32, alignment  0/ 0:	29.3445	24.0439	25.4016	13.2957	27.663
Length   64, n   32, alignment  0/ 0:	28.2927	8.58523	8.58534	8.59113	24.2127
Length   16, n   32, alignment  6/ 4:	28.8514	24.0924	25.3517	13.268	27.7489
Length   64, n   32, alignment  6/ 4:	27.5843	8.58511	8.59107	8.58522	27.7731
Length   32, n   64, alignment  0/ 0:	29.8682	12.9137	12.6301	22.6008	30.1442
Length  128, n   64, alignment  0/ 0:	15.1711	8.59072	8.58576	11.5291	14.0545
Length   32, n   64, alignment  5/ 6:	32.5212	13.9692	14.0516	23.491	30.0775
Length  128, n   64, alignment  5/ 6:	14.9501	11.7135	11.7116	15.4463	14.873
Length   64, n  128, alignment  0/ 0:	30.4634	24.1124	25.0355	24.3294	25.6871
Length  256, n  128, alignment  0/ 0:	18.7367	13.5329	12.9459	16.8109	17.9509
Length   64, n  128, alignment  4/ 0:	30.6411	25.6682	26.5709	24.3376	26.4945
Length  256, n  128, alignment  4/ 0:	17.9563	16.758	16.7783	21.9198	17.6216
Length  128, n  256, alignment  0/ 0:	32.6842	26.3178	26.6436	29.2515	29.3161
Length  512, n  256, alignment  0/ 0:	21.862	18.6985	18.4712	21.8685	21.5745
Length  128, n  256, alignment  3/ 2:	36.1089	24.8725	26.466	29.4566	34.942
Length  512, n  256, alignment  3/ 2:	28.2187	24.5876	24.6936	26.7433	28.6674
Length  256, n  512, alignment  0/ 0:	38.4015	30.6489	28.8337	38.8187	37.9583
Length 1024, n  512, alignment  0/ 0:	33.6855	22.6253	23.3666	32.7864	33.6234
Length  256, n  512, alignment  2/ 4:	46.7382	33.2717	32.0786	39.2835	42.9887
Length 1024, n  512, alignment  2/ 4:	37.0913	29.4551	31.6178	37.4815	37.2256
Length  512, n 1024, alignment  0/ 0:	51.9829	39.3904	35.9228	55.9475	51.7543
Length 2048, n 1024, alignment  0/ 0:	54.5642	32.0168	33.7346	58.2973	53.8262
Length  512, n 1024, alignment  1/ 6:	58.6611	42.1831	38.5876	59.201	59.4494
Length 2048, n 1024, alignment  1/ 6:	61.8374	46.0536	41.9455	64.3312	57.0001
