                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.0925	7.27416	8.74632	6.85413	11.0343
Length   16, n   16, alignment  1/ 1:	12.6555	7.55436	8.23699	6.85301	11.1746
Length   16, n   16, alignment  1/ 2:	12.6535	7.57386	14.498	7.59744	11.4771
Length   16, n   16, alignment  2/ 1:	12.6481	7.6303	8.24488	6.88358	11.5191
Length    2, n    4, alignment  7/ 2:	13.9722	13.2569	11.1884	10.9622	13.5534
Length    4, n    2, alignment  2/ 7:	11.8833	8.22354	8.22375	6.86563	11.9929
Length    2, n    4, alignment  7/ 2:	13.6807	11.6654	10.8877	10.9649	13.8522
Length    4, n    2, alignment  2/ 7:	11.8727	8.22366	8.90899	6.85878	11.118
Length   16, n   16, alignment  2/ 2:	12.4655	7.55537	8.22892	6.85303	11.449
Length   16, n   16, alignment  2/ 2:	12.676	7.71895	8.3521	6.97353	11.2843
Length   16, n   16, alignment  2/ 4:	12.9652	7.61183	8.2961	6.93577	11.192
Length   16, n   16, alignment  4/ 2:	13.003	7.75132	8.42907	6.96633	11.009
Length    4, n    8, alignment  6/ 4:	14.7631	12.093	11.9722	10.965	14.096
Length    8, n    4, alignment  4/ 6:	12.6349	7.70861	8.22372	6.85847	11.4321
Length    4, n    8, alignment  6/ 4:	14.4427	12.1355	11.9335	14.9291	14.3772
Length    8, n    4, alignment  4/ 6:	12.8847	7.53828	8.73582	6.9171	11.5379
Length   16, n   16, alignment  3/ 3:	14.8914	7.64138	8.69177	6.85304	11.4462
Length   16, n   16, alignment  3/ 3:	12.9705	7.72683	8.34583	6.86596	11.4377
Length   16, n   16, alignment  3/ 6:	12.7047	7.67833	8.32579	6.9269	11.3891
Length   16, n   16, alignment  6/ 3:	12.8698	7.72676	8.44276	6.93638	11.3743
Length    8, n   16, alignment  5/ 6:	14.2447	11.2449	11.0349	10.9706	14.1656
Length   16, n    8, alignment  6/ 5:	12.6808	8.40217	10.2851	6.85303	11.3727
Length    8, n   16, alignment  5/ 6:	13.9723	10.9705	10.9647	10.9702	14.4427
Length   16, n    8, alignment  6/ 5:	12.6282	8.24058	10.4177	6.85301	11.4101
Length   16, n   16, alignment  4/ 4:	12.6907	7.53834	8.34866	6.87962	11.2548
Length   16, n   16, alignment  4/ 4:	12.8823	7.72671	8.23858	6.99904	11.2137
Length   16, n   16, alignment  4/ 0:	12.8708	7.63321	8.3018	6.93536	11.2547
Length   16, n   16, alignment  0/ 4:	12.9017	7.64914	8.40423	6.85293	11.3451
Length   16, n   32, alignment  4/ 0:	15.0412	10.6797	11.7396	11.6501	14.2655
Length   32, n   16, alignment  0/ 4:	12.3846	7.02732	6.97996	6.93973	11.286
Length   16, n   32, alignment  4/ 0:	14.8071	10.6245	11.8342	11.6501	14.4142
Length   32, n   16, alignment  0/ 4:	12.3865	7.03007	6.95934	7.00102	11.292
Length   16, n   16, alignment  5/ 5:	12.8983	7.73234	8.37804	6.85957	11.228
Length   16, n   16, alignment  5/ 5:	12.6886	7.72665	8.28202	6.85841	11.4092
Length   16, n   16, alignment  5/ 2:	12.9676	7.65926	8.3822	6.85294	11.2653
Length   16, n   16, alignment  2/ 5:	12.775	7.74893	8.45106	6.86455	11.3059
Length   32, n   64, alignment  3/ 2:	18.6775	9.88738	10.3277	13.8414	16.6754
Length   64, n   32, alignment  2/ 3:	11.4538	7.75066	7.72686	7.73247	11.615
Length   32, n   64, alignment  3/ 2:	17.8162	10.4886	10.2846	13.7903	16.9034
Length   64, n   32, alignment  2/ 3:	11.5057	7.74848	7.75308	7.59262	11.3868
Length   16, n   16, alignment  6/ 6:	12.9587	7.74417	8.43481	7.02423	11.4034
