                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  6/ 6:	13.0078	7.7321	8.30395	6.85291	11.2447
Length   16, n   16, alignment  6/ 4:	12.8631	7.72679	8.42902	6.91355	11.2969
Length   16, n   16, alignment  4/ 6:	12.7308	7.60236	8.22351	6.95328	11.2048
Length   64, n  128, alignment  2/ 4:	16.3468	14.94	14.0017	16.2811	16.0967
Length  128, n   64, alignment  4/ 2:	14.5607	9.58617	10.5416	11.9426	13.565
Length   64, n  128, alignment  2/ 4:	16.1865	14.9631	14.1539	16.5708	16.4122
Length  128, n   64, alignment  4/ 2:	14.1334	9.84333	10.5364	12.2196	14.203
Length   16, n   16, alignment  7/ 7:	12.9328	7.72691	8.4345	7.02421	11.3324
Length   16, n   16, alignment  7/ 7:	12.7928	7.62894	8.31638	6.97493	11.2177
Length   16, n   16, alignment  7/ 6:	13.0078	7.60868	8.31946	6.87398	11.4406
Length   16, n   16, alignment  6/ 7:	13.0068	7.71906	8.22358	6.97386	11.2603
Length  128, n  256, alignment  1/ 6:	21.2082	18.4202	17.5132	24.9163	20.5795
Length  256, n  128, alignment  6/ 1:	16.9367	13.8954	13.0731	19.806	17.1788
Length  128, n  256, alignment  1/ 6:	21.7337	18.7596	17.5401	25.3242	19.9744
Length  256, n  128, alignment  6/ 1:	17.175	13.9289	13.0271	19.8123	17.207
Length    8, n   16, alignment  0/ 0:	14.3469	11.2641	11.2393	11.2506	14.1063
Length   32, n   16, alignment  0/ 0:	12.8382	6.90485	7.02904	6.89743	11.363
Length    8, n   16, alignment  7/ 2:	14.8284	11.4235	11.6477	10.9704	14.7026
Length   32, n   16, alignment  7/ 2:	12.6921	7.53824	7.54387	6.8529	11.1972
Length   16, n   32, alignment  0/ 0:	14.8555	9.99646	11.774	11.6567	13.8406
Length   64, n   32, alignment  0/ 0:	11.1003	7.555	7.54322	7.53843	11.354
Length   16, n   32, alignment  6/ 4:	15.1915	10.8085	11.8455	11.655	14.3435
Length   64, n   32, alignment  6/ 4:	11.4836	7.72673	7.6718	7.65682	11.38
Length   32, n   64, alignment  0/ 0:	15.4971	9.99588	10.5543	13.2233	14.9925
Length  128, n   64, alignment  0/ 0:	14.1317	7.77155	7.72681	9.86721	12.1599
Length   32, n   64, alignment  5/ 6:	16.3885	11.5186	11.8704	14.0937	15.7151
Length  128, n   64, alignment  5/ 6:	14.1471	10.5365	10.5576	12.9012	13.1929
Length   64, n  128, alignment  0/ 0:	16.6042	13.3376	13.3463	15.0439	16.6675
Length  256, n  128, alignment  0/ 0:	16.0903	11.0337	10.3921	14.4265	15.6219
Length   64, n  128, alignment  4/ 0:	16.3282	14.1181	13.3998	16.4148	16.3535
Length  256, n  128, alignment  4/ 0:	16.5559	13.4158	12.7418	18.6518	15.5524
Length  128, n  256, alignment  0/ 0:	20.0456	16.3161	15.9146	23.5729	19.3809
Length  512, n  256, alignment  0/ 0:	18.6944	15.4933	15.1703	19.0488	19.1384
Length  128, n  256, alignment  3/ 2:	22.8838	17.9504	16.6103	24.0188	20.9306
Length  512, n  256, alignment  3/ 2:	24.7963	21.0929	20.6918	23.4575	24.582
Length  256, n  512, alignment  0/ 0:	29.1154	24.2816	23.4654	29.2413	29.1028
Length 1024, n  512, alignment  0/ 0:	29.9096	19.6988	19.8238	30.4113	30.83
Length  256, n  512, alignment  2/ 4:	30.2292	26.8381	26.2297	31.2612	29.5694
Length 1024, n  512, alignment  2/ 4:	32.7597	26.0367	26.7054	33.7392	33.2985
Length  512, n 1024, alignment  0/ 0:	44.3282	30.6999	29.1131	44.7728	43.0405
Length 2048, n 1024, alignment  0/ 0:	48.1704	28.5306	29.5283	52.6594	48.4403
Length  512, n 1024, alignment  1/ 6:	51.3658	33.195	29.8355	46.1564	51.2253
Length 2048, n 1024, alignment  1/ 6:	53.9564	41.2309	36.377	58.0903	55.7222
