                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	26.4142	23.4174	23.678	21.1196	24.6369
Length    4/   4, alignment  0/ 0, N    2:	24.4927	22.8718	23.0565	21.0933	24.6343
Length    4/   4, alignment  4/ 0, N    2:	25.529	22.4058	23.2392	22.0712	25.7224
Length    8/   8, alignment  0/ 0, N    2:	28.0993	24.1302	22.5627	20.6176	23.9294
Length    8/   8, alignment  0/ 0, N    2:	24.1824	22.3498	22.4584	20.6493	23.6685
Length   16/  16, alignment  0/ 0, N    2:	25.2146	22.3488	22.3516	21.1115	23.9229
Length   16/  16, alignment  7/ 2, N    2:	23.8534	22.3515	22.4555	22.5477	24.1765
Length   16/   4, alignment  0/ 0, N    2:	24.0445	21.8537	22.1646	20.0566	23.394
Length   16/   4, alignment  7/ 2, N    2:	25.063	21.8531	21.8532	19.982	23.2554
Length   32/  32, alignment  0/ 0, N    2:	23.9041	21.8563	22.4805	20.6078	23.994
Length   32/  32, alignment  6/ 4, N    2:	23.8609	22.011	22.5847	20.6067	23.7964
Length   32/   8, alignment  0/ 0, N    2:	26.5051	22.448	21.9453	20.0198	23.655
Length   32/   8, alignment  6/ 4, N    2:	23.651	22.7319	21.8546	20.0043	23.1028
Length   64/  64, alignment  0/ 0, N    2:	23.8683	21.8572	22.4795	20.7179	23.8539
Length   64/  64, alignment  5/ 6, N    2:	25.9304	21.9951	22.6024	20.7693	24.3208
Length   64/  16, alignment  0/ 0, N    2:	24.1569	21.7124	22.3531	21.1032	24.04
Length   64/  16, alignment  5/ 6, N    2:	24.1128	21.8185	22.3491	22.5446	23.6523
Length  128/ 128, alignment  0/ 0, N    2:	24.2632	21.9089	22.9239	20.6265	23.9047
Length  128/ 128, alignment  4/ 0, N    2:	23.782	21.9041	23.1991	21.1178	24.4346
Length  128/  32, alignment  0/ 0, N    2:	24.365	22.3503	22.9906	21.1016	24.3515
Length  128/  32, alignment  4/ 0, N    2:	24.5305	22.4792	22.9878	21.094	24.3351
Length  256/ 256, alignment  0/ 0, N    2:	27.6053	22.3523	22.9918	21.0774	27.5971
Length  256/ 256, alignment  3/ 2, N    2:	27.6157	22.3518	22.9888	21.0757	28.5097
Length  256/  64, alignment  0/ 0, N    2:	24.7164	23.4633	22.9891	21.655	24.9996
Length  256/  64, alignment  3/ 2, N    2:	24.9741	23.1981	23.7658	22.0664	25.0804
Length  512/ 512, alignment  0/ 0, N    2:	27.7246	22.352	22.9948	24.1994	28.7012
Length  512/ 512, alignment  2/ 4, N    2:	28.1959	22.8727	23.526	24.178	28.2179
Length  512/ 128, alignment  0/ 0, N    2:	25.0097	22.8875	23.9165	21.5826	24.9918
Length  512/ 128, alignment  2/ 4, N    2:	24.9411	22.9203	24.6614	22.0075	24.9585
Length 1024/1024, alignment  0/ 0, N    2:	30.7157	26.5265	26.9781	36.5695	28.2661
Length 1024/1024, alignment  1/ 6, N    2:	30.3409	27.0056	27.6288	37.4318	29.6198
Length 1024/ 256, alignment  0/ 0, N    2:	28.6017	23.4174	24.0855	22.0783	28.9151
Length 1024/ 256, alignment  1/ 6, N    2:	29.3414	23.4159	24.084	22.0799	28.9381
Length   16/   1, alignment  1/ 2, N    2:	24.7661	23.4173	23.4179	22.1035	25.029
Length   16/   1, alignment  2/ 1, N    2:	25.0841	23.414	23.7486	21.4829	24.8362
Length   16/  10, alignment  1/ 1, N    2:	24.4022	22.8691	22.8705	21.0241	24.5754
Length   32/   1, alignment  2/ 4, N    2:	24.4234	22.5465	23.5025	21.1214	24.5388
Length   32/   1, alignment  4/ 2, N    2:	24.79	21.7114	22.3501	20.4349	23.6792
Length   32/  10, alignment  2/ 2, N    2:	23.8697	21.7112	22.3497	20.5104	23.9119
Length   64/   1, alignment  3/ 6, N    2:	24.1276	21.712	22.8318	20.9969	24.035
Length   64/   1, alignment  6/ 3, N    2:	24.0646	22.3495	22.3496	20.4356	23.9135
Length   64/  10, alignment  3/ 3, N    2:	24.1554	21.8198	22.3513	20.4839	24.1765
Length  128/   1, alignment  4/ 0, N    2:	24.0086	22.3518	22.7047	20.6678	23.2602
Length  128/   1, alignment  0/ 4, N    2:	23.2907	21.5414	21.8546	20.0272	23.6654
Length  128/  10, alignment  4/ 4, N    2:	23.1281	21.3334	21.8541	20.0533	23.5762
Length  256/   1, alignment  5/ 2, N    2:	23.1054	21.23	21.8541	20.3532	23.9949
Length  256/   1, alignment  2/ 5, N    2:	23.7264	21.7124	22.3507	20.506	24.1307
Length  256/  10, alignment  5/ 5, N    2:	23.9153	22.0309	22.3492	20.4684	24.1132
Length  512/   1, alignment  6/ 4, N    2:	23.7849	21.7122	22.2074	20.0699	23.699
Length  512/   1, alignment  4/ 6, N    2:	23.1393	21.236	21.8545	20.0498	23.439
Length  512/  10, alignment  6/ 6, N    2:	23.1022	21.3368	21.8544	20.0418	23.4644
Length 1024/   1, alignment  7/ 6, N    2:	23.7821	21.4379	21.9077	20.5509	23.7834
Length 1024/   1, alignment  6/ 7, N    2:	24.2982	21.8181	22.3504	20.4948	24.3499
Length 1024/  10, alignment  7/ 7, N    2:	23.8281	21.3333	21.8539	20.0493	23.3785
Length    2/   2, alignment  0/ 2, N    8:	23.2084	21.5421	21.8563	20.7385	23.4019
Length    4/   4, alignment  0/ 0, N    8:	23.2533	21.2306	22.5029	20.5589	23.7965
Length    4/   4, alignment  4/ 0, N    8:	23.8299	21.7126	22.4745	20.5829	23.8976
Length    8/   8, alignment  0/ 0, N    8:	23.7661	21.8844	22.3525	20.5896	23.4795
Length    8/   8, alignment  0/ 0, N    8:	23.2025	21.3982	22.0807	20.5716	23.8247
Length   16/  16, alignment  0/ 0, N    8:	23.7015	21.8857	22.3515	21.1337	24.2119
Length   16/  16, alignment  7/ 2, N    8:	23.5173	21.3986	21.8534	20.8309	23.3758
Length   16/   4, alignment  0/ 0, N    8:	23.2365	21.398	21.8542	20.2726	23.7071
Length   16/   4, alignment  7/ 2, N    8:	24.0834	21.7115	22.3503	20.4359	23.8297
Length   32/  32, alignment  0/ 0, N    8:	24.1237	22.0695	22.5862	20.6206	23.9543
Length   32/  32, alignment  6/ 4, N    8:	23.8968	22.2409	22.8059	21.094	24.4619
Length   32/   8, alignment  0/ 0, N    8:	23.7652	21.7137	22.355	20.4511	23.7398
Length   32/   8, alignment  6/ 4, N    8:	23.7068	21.7117	22.3533	20.4389	23.8102
Length   64/  64, alignment  0/ 0, N    8:	24.4526	22.3556	22.9914	21.111	24.4509
Length   64/  64, alignment  5/ 6, N    8:	24.4344	22.4927	22.9895	21.2108	24.4684
Length   64/  16, alignment  0/ 0, N    8:	23.7622	21.7123	22.3503	21.1394	23.8302
Length   64/  16, alignment  5/ 6, N    8:	23.6761	21.7115	22.3501	21.2123	23.2562
Length  128/ 128, alignment  0/ 0, N    8:	23.7779	22.1983	22.9923	21.0832	24.3552
Length  128/ 128, alignment  4/ 0, N    8:	24.3708	22.3506	22.9905	21.0897	24.4947
Length  128/  32, alignment  0/ 0, N    8:	24.2845	22.7654	23.0956	21.0742	24.3947
Length  128/  32, alignment  4/ 0, N    8:	24.4999	22.7446	23.097	21.0971	24.4598
Length  256/ 256, alignment  0/ 0, N    8:	27.5382	22.3549	23.0706	21.077	27.7368
Length  256/ 256, alignment  3/ 2, N    8:	27.461	22.3513	23.052	21.0741	27.5529
Length  256/  64, alignment  0/ 0, N    8:	24.3251	22.4039	22.9911	21.1949	24.3383
Length  256/  64, alignment  3/ 2, N    8:	24.3344	22.3781	23.1487	21.2606	24.3111
Length  512/ 512, alignment  0/ 0, N    8:	27.8198	22.3539	23.1387	23.5547	27.8695
Length  512/ 512, alignment  2/ 4, N    8:	28.3265	22.871	23.7014	24.0797	28.2535
Length  512/ 128, alignment  0/ 0, N    8:	24.9856	22.8739	23.5943	21.5749	25.1231
Length  512/ 128, alignment  2/ 4, N    8:	24.9528	22.8718	23.5247	21.6115	24.9574
Length 1024/1024, alignment  0/ 0, N    8:	28.2552	25.6639	28.9335	36.4779	28.2078
Length 1024/1024, alignment  1/ 6, N    8:	28.3091	25.7555	30.0555	37.0977	28.8371
Length 1024/ 256, alignment  0/ 0, N    8:	28.9026	23.4193	24.0855	22.0807	28.9884
Length 1024/ 256, alignment  1/ 6, N    8:	28.9269	23.4161	24.8133	22.728	29.0178
Length   16/   1, alignment  1/ 2, N    8:	24.8727	22.9293	23.6317	21.432	25.0532
Length   16/   1, alignment  2/ 1, N    8:	24.9161	22.9272	23.6312	21.1545	24.3371
Length   16/  10, alignment  1/ 1, N    8:	24.2144	22.3921	22.9521	20.959	24.2504
Length   32/   1, alignment  2/ 4, N    8:	24.337	22.2157	22.8741	20.9803	24.2591
Length   32/   1, alignment  4/ 2, N    8:	23.7447	21.7119	22.3491	20.4366	23.8312
Length   32/  10, alignment  2/ 2, N    8:	23.8795	21.7118	22.417	20.454	24.0088
Length   64/   1, alignment  3/ 6, N    8:	23.7828	21.7117	22.3491	20.5031	23.7714
Length   64/   1, alignment  6/ 3, N    8:	23.8456	21.7115	22.3493	20.4357	23.8265
Length   64/  10, alignment  3/ 3, N    8:	24.1807	21.7112	22.4272	20.4526	23.7011
Length  128/   1, alignment  4/ 0, N    8:	23.8322	21.5969	21.8537	19.9821	23.2858
Length  128/   1, alignment  0/ 4, N    8:	23.6586	21.712	22.3523	20.5007	23.6995
Length  128/  10, alignment  4/ 4, N    8:	23.1775	21.2295	22.1766	20.5151	23.7257
Length  256/   1, alignment  5/ 2, N    8:	23.7714	21.7121	22.3512	20.4347	23.7808
Length  256/   1, alignment  2/ 5, N    8:	23.919	21.7119	22.3513	20.5815	23.2016
Length  256/  10, alignment  5/ 5, N    8:	23.2195	21.2292	21.8543	20.1068	23.218
Length  512/   1, alignment  6/ 4, N    8:	23.2111	21.2298	21.8541	19.9791	23.2417
Length  512/   1, alignment  4/ 6, N    8:	23.1883	21.2298	21.8541	20.0423	23.4039
Length  512/  10, alignment  6/ 6, N    8:	23.701	21.7113	22.3505	20.4522	23.8674
Length 1024/   1, alignment  7/ 6, N    8:	23.7611	21.712	22.3509	20.454	23.7919
Length 1024/   1, alignment  6/ 7, N    8:	23.7498	21.7117	22.3511	20.5005	23.7675
Length 1024/  10, alignment  7/ 7, N    8:	23.4977	21.2296	21.8529	19.9985	23.7545
Length    2/   2, alignment  0/ 2, N   32:	24.19	22.0349	22.6705	20.5644	24.2258
Length    4/   4, alignment  0/ 0, N   32:	23.7885	21.7143	22.6732	20.5765	23.8609
Length    4/   4, alignment  4/ 0, N   32:	23.7462	22.0317	22.4617	20.5811	23.8656
Length    8/   8, alignment  0/ 0, N   32:	23.76	21.7588	22.6271	20.2869	23.2625
Length    8/   8, alignment  0/ 0, N   32:	23.2651	21.274	22.1205	20.1168	23.2012
Length   16/  16, alignment  0/ 0, N   32:	23.3095	21.2301	21.8547	21.5703	23.6514
Length   16/  16, alignment  7/ 2, N   32:	23.2764	21.2296	21.9602	22.02	23.8859
Length   16/   4, alignment  0/ 0, N   32:	23.7723	21.712	22.4614	21.1371	23.8402
Length   16/   4, alignment  7/ 2, N   32:	23.8014	21.9523	22.3499	21.1152	23.8056
Length   32/  32, alignment  0/ 0, N   32:	24.3554	23.0261	23.6297	22.5857	24.2679
Length   32/  32, alignment  6/ 4, N   32:	28.8456	25.7254	26.4003	25.1519	28.8309
Length   32/   8, alignment  0/ 0, N   32:	23.8388	21.7152	22.3531	21.2758	23.9065
Length   32/   8, alignment  6/ 4, N   32:	23.8419	21.7116	22.3501	21.2288	23.8444
