                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.8807	23.4155	23.4354	21.5953	25.3278
Length    4/   4, alignment  0/ 0, N    2:	24.8821	22.8705	22.8991	21.1102	24.1808
Length    4/   4, alignment  4/ 0, N    2:	25.5394	23.2283	23.9836	22.8058	26.0451
Length    8/   8, alignment  0/ 0, N    2:	28.4565	22.8168	22.3498	20.6132	23.9628
Length    8/   8, alignment  0/ 0, N    2:	24.1338	22.3494	22.5645	20.6813	24.834
Length   16/  16, alignment  0/ 0, N    2:	24.3497	22.3496	22.2832	20.6508	23.2168
Length   16/  16, alignment  7/ 2, N    2:	23.1233	22.3494	22.3515	22.5454	24.208
Length   16/   4, alignment  0/ 0, N    2:	23.5688	21.8527	22.1655	20.5061	25.1512
Length   16/   4, alignment  7/ 2, N    2:	24.2086	22.3505	22.35	20.4371	24.0951
Length   32/  32, alignment  0/ 0, N    2:	24.5345	22.2242	22.5129	20.7349	23.9385
Length   32/  32, alignment  6/ 4, N    2:	23.8315	24.195	24.6713	22.5707	25.3701
Length   32/   8, alignment  0/ 0, N    2:	23.1043	21.3346	22.838	20.0554	23.4738
Length   32/   8, alignment  6/ 4, N    2:	23.1965	21.2299	21.877	20.0387	23.623
Length   64/  64, alignment  0/ 0, N    2:	23.8537	22.2137	22.4786	20.7019	25.623
Length   64/  64, alignment  5/ 6, N    2:	23.786	22.0346	22.4776	20.6969	23.8405
Length   64/  16, alignment  0/ 0, N    2:	23.6097	21.7126	22.3506	21.1105	24.1241
Length   64/  16, alignment  5/ 6, N    2:	24.3463	21.712	22.3767	22.5332	25.9007
Length  128/ 128, alignment  0/ 0, N    2:	24.4587	22.4041	23.374	21.0956	26.5056
Length  128/ 128, alignment  4/ 0, N    2:	24.342	22.4023	23.3697	21.077	26.4842
Length  128/  32, alignment  0/ 0, N    2:	24.4742	22.3531	22.9883	21.0748	27.0259
Length  128/  32, alignment  4/ 0, N    2:	24.332	22.4796	22.9877	21.092	26.6029
Length  256/ 256, alignment  0/ 0, N    2:	27.286	22.3535	22.9918	21.6244	27.6455
Length  256/ 256, alignment  3/ 2, N    2:	27.8221	22.3531	22.9887	21.8705	28.1213
Length  256/  64, alignment  0/ 0, N    2:	25.0654	23.0583	23.5272	22.4203	24.8995
Length  256/  64, alignment  3/ 2, N    2:	24.9736	23.1269	23.5235	21.6512	24.8727
Length  512/ 512, alignment  0/ 0, N    2:	28.1734	22.8727	24.9767	24.3523	28.1262
Length  512/ 512, alignment  2/ 4, N    2:	28.3082	22.8709	23.5253	24.3643	28.3315
Length  512/ 128, alignment  0/ 0, N    2:	24.9547	22.9238	24.1537	21.5896	25.0431
Length  512/ 128, alignment  2/ 4, N    2:	24.9806	23.9893	23.5227	21.5869	25.0183
Length 1024/1024, alignment  0/ 0, N    2:	30.2847	26.5708	26.9036	36.5695	28.2771
Length 1024/1024, alignment  1/ 6, N    2:	28.2681	27.2538	27.3488	37.4313	28.9514
Length 1024/ 256, alignment  0/ 0, N    2:	28.7856	23.4151	24.0856	22.0812	28.6398
Length 1024/ 256, alignment  1/ 6, N    2:	28.8978	23.9771	24.2072	22.0774	28.922
Length   16/   1, alignment  1/ 2, N    2:	25.3746	24.031	23.7498	21.4835	25.2377
Length   16/   1, alignment  2/ 1, N    2:	25.1592	22.745	23.4169	21.4614	25.5493
Length   16/  10, alignment  1/ 1, N    2:	25.2635	23.0968	23.0874	20.9823	24.8367
