                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.1322	7.39611	9.17469	7.08625	16.5589
Length   16, n   16, alignment  1/ 1:	12.1877	7.52778	8.02774	6.68981	11.2586
Length   16, n   16, alignment  1/ 2:	12.3876	7.55427	9.46158	6.91408	11.3565
Length   16, n   16, alignment  2/ 1:	12.6705	7.53831	8.22364	6.89125	11.2085
Length    2, n    4, alignment  7/ 2:	13.853	11.6502	10.9927	10.9238	13.3243
Length    4, n    2, alignment  2/ 7:	12.5405	8.22365	8.1881	6.69563	11.1876
Length    2, n    4, alignment  7/ 2:	13.7768	11.7061	10.9059	10.7865	14.172
Length    4, n    2, alignment  2/ 7:	12.1675	8.22358	8.15172	6.81995	11.8332
Length   16, n   16, alignment  2/ 2:	12.5584	7.53825	8.23887	6.85306	11.2223
Length   16, n   16, alignment  2/ 2:	12.5599	7.5382	8.2293	6.85293	11.2418
Length   16, n   16, alignment  2/ 4:	12.3808	7.56744	8.22358	6.85291	11.1447
Length   16, n   16, alignment  4/ 2:	12.7554	7.54346	8.22353	6.8529	11.1369
Length    4, n    8, alignment  6/ 4:	14.4895	12.0019	11.9419	10.9651	14.2278
Length    8, n    4, alignment  4/ 6:	12.5937	8.22368	8.22376	6.85339	11.2865
Length    4, n    8, alignment  6/ 4:	14.1311	11.8929	11.9351	10.9649	13.8836
Length    8, n    4, alignment  4/ 6:	12.5524	7.53837	8.22365	6.85826	11.3974
Length   16, n   16, alignment  3/ 3:	12.3409	7.53827	8.22823	6.85299	11.101
Length   16, n   16, alignment  3/ 3:	12.6533	7.56245	8.22865	6.85296	11.2665
Length   16, n   16, alignment  3/ 6:	12.7852	7.72514	8.22357	6.85292	11.203
Length   16, n   16, alignment  6/ 3:	12.7456	7.65394	8.2236	6.8529	11.1035
Length    8, n   16, alignment  5/ 6:	14.2796	11.1226	10.9696	10.965	13.9759
Length   16, n    8, alignment  6/ 5:	12.3359	8.22898	8.90904	6.85995	11.1651
Length    8, n   16, alignment  5/ 6:	13.9401	10.9649	10.9696	10.9647	14.1046
Length   16, n    8, alignment  6/ 5:	12.3975	8.22358	8.90901	6.85795	11.2476
Length   16, n   16, alignment  4/ 4:	12.8196	7.57788	8.22891	6.8529	11.2239
Length   16, n   16, alignment  4/ 4:	12.6354	7.53825	8.30039	6.94903	11.2506
Length   16, n   16, alignment  4/ 0:	12.7011	7.63961	8.22364	6.85291	11.267
Length   16, n   16, alignment  0/ 4:	12.3354	7.60535	8.42909	6.86822	11.2024
Length   16, n   32, alignment  4/ 0:	14.9005	10.6617	11.6549	11.6502	14.2743
Length   32, n   16, alignment  0/ 4:	12.3354	6.85782	6.85314	6.85291	11.2306
Length   16, n   32, alignment  4/ 0:	15.1165	10.5612	11.6568	11.65	14.2936
Length   32, n   16, alignment  0/ 4:	12.6445	6.8581	6.85316	6.8529	11.2658
Length   16, n   16, alignment  5/ 5:	12.691	7.53849	8.2238	6.85773	11.2619
Length   16, n   16, alignment  5/ 5:	12.6525	7.53826	8.22358	6.85755	11.6917
Length   16, n   16, alignment  5/ 2:	12.5191	7.53828	8.23748	6.8529	11.2766
Length   16, n   16, alignment  2/ 5:	12.8339	7.53835	8.24077	6.8529	11.2133
Length   32, n   64, alignment  3/ 2:	17.8873	9.66999	10.2796	13.5325	16.7038
Length   64, n   32, alignment  2/ 3:	11.3722	7.70631	7.69171	7.6368	11.3582
Length   32, n   64, alignment  3/ 2:	17.3714	9.65319	10.3955	13.7706	17.3965
Length   64, n   32, alignment  2/ 3:	11.4455	7.7503	7.732	7.61536	11.2419
Length   16, n   16, alignment  6/ 6:	12.9687	7.57764	8.33027	6.90195	11.3407
Length   16, n   16, alignment  6/ 6:	12.7807	7.54295	8.22356	6.85288	11.272
Length   16, n   16, alignment  6/ 4:	12.8799	7.54339	8.22362	6.85291	11.275
Length   16, n   16, alignment  4/ 6:	12.6632	7.53822	8.22358	6.85779	11.1916
Length   64, n  128, alignment  2/ 4:	16.4046	14.6398	13.7823	16.2682	15.8953
Length  128, n   64, alignment  4/ 2:	14.1225	9.25151	10.41	11.9013	13.4699
Length   64, n  128, alignment  2/ 4:	16.3072	14.9094	13.8221	16.413	16.3936
Length  128, n   64, alignment  4/ 2:	15.005	10.3986	10.2838	11.9105	13.6158
Length   16, n   16, alignment  7/ 7:	12.8765	7.74429	8.42933	7.02968	11.1674
Length   16, n   16, alignment  7/ 7:	12.8378	7.72664	8.32968	6.85289	11.1966
Length   16, n   16, alignment  7/ 6:	12.7971	7.7438	8.23743	6.85291	11.2645
Length   16, n   16, alignment  6/ 7:	12.7916	7.54316	8.22351	6.8529	11.3696
Length  128, n  256, alignment  1/ 6:	21.4915	18.1507	17.1437	24.7152	20.4053
Length  256, n  128, alignment  6/ 1:	17.4039	13.937	12.9929	19.801	17.1295
Length  128, n  256, alignment  1/ 6:	21.7496	18.4415	17.2596	24.8188	20.0645
Length  256, n  128, alignment  6/ 1:	16.5939	13.9328	13.1028	19.7599	17.1391
Length    8, n   16, alignment  0/ 0:	14.5107	11.1035	10.979	10.9647	14.1835
Length   32, n   16, alignment  0/ 0:	12.3364	6.85872	6.85316	6.85288	11.1075
Length    8, n   16, alignment  7/ 2:	14.236	11.6414	11.4581	10.9647	15.5033
Length   32, n   16, alignment  7/ 2:	12.6439	7.54303	7.53833	6.85291	11.0748
Length   16, n   32, alignment  0/ 0:	14.9583	9.755	11.8075	11.6501	14.0726
Length   64, n   32, alignment  0/ 0:	11.1766	7.71303	7.5882	7.54329	11.4053
Length   16, n   32, alignment  6/ 4:	15.2022	10.5895	11.6552	11.6501	14.2551
Length   64, n   32, alignment  6/ 4:	11.0878	7.67448	7.66767	7.56771	11.2983
Length   32, n   64, alignment  0/ 0:	15.2517	10.0084	10.454	12.9101	14.5586
Length  128, n   64, alignment  0/ 0:	13.4066	7.67724	7.7463	9.84425	11.9347
Length   32, n   64, alignment  5/ 6:	15.4997	11.5294	11.7996	13.9876	16.4404
Length  128, n   64, alignment  5/ 6:	14.736	10.4611	10.2881	12.7009	13.332
Length   64, n  128, alignment  0/ 0:	16.4876	13.3103	13.1237	14.9319	15.99
Length  256, n  128, alignment  0/ 0:	16.3154	10.6507	10.3994	14.4029	15.4026
Length   64, n  128, alignment  4/ 0:	16.4211	14.0525	13.0395	16.2335	16.0766
Length  256, n  128, alignment  4/ 0:	16.2476	13.4579	12.6775	18.6687	15.7512
Length  128, n  256, alignment  0/ 0:	19.1733	16.2625	15.7854	23.043	19.2312
Length  512, n  256, alignment  0/ 0:	19.0294	15.4494	15.113	18.8611	19.7094
Length  128, n  256, alignment  3/ 2:	21.1953	17.4464	16.2392	23.5817	20.7392
Length  512, n  256, alignment  3/ 2:	24.7387	20.9952	20.4249	23.5539	24.4645
Length  256, n  512, alignment  0/ 0:	27.651	24.3116	23.121	29.2129	27.9136
Length 1024, n  512, alignment  0/ 0:	29.6813	19.6997	19.6796	30.4527	32.268
Length  256, n  512, alignment  2/ 4:	29.7144	26.8827	26.2293	30.7443	29.4409
Length 1024, n  512, alignment  2/ 4:	32.5758	26.3489	26.6837	33.5322	33.2231
Length  512, n 1024, alignment  0/ 0:	43.576	30.1318	28.5485	44.8326	43.6379
Length 2048, n 1024, alignment  0/ 0:	51.277	28.41	29.4058	52.1354	50.9802
Length  512, n 1024, alignment  1/ 6:	51.3028	32.6956	29.1486	45.166	50.9707
Length 2048, n 1024, alignment  1/ 6:	54.1476	40.49	36.345	75.6779	52.8592
