                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	26.6177	22.8705	23.0921	21.0941	24.4903
Length    4/   4, alignment  0/ 0, N    2:	24.2746	22.8715	23.4776	21.1104	24.2798
Length    4/   4, alignment  4/ 0, N    2:	24.536	22.8685	23.6235	21.869	26.6613
Length    8/   8, alignment  0/ 0, N    2:	27.3921	22.9964	22.9241	21.1152	24.5971
Length    8/   8, alignment  0/ 0, N    2:	24.4942	22.9739	22.9793	21.1123	24.6101
Length   16/  16, alignment  0/ 0, N    2:	24.5468	22.8691	23.1982	21.6007	25.6859
Length   16/  16, alignment  7/ 2, N    2:	24.5624	22.8752	23.089	23.0613	24.6943
Length   16/   4, alignment  0/ 0, N    2:	24.541	22.8706	22.8694	20.9137	24.497
Length   16/   4, alignment  7/ 2, N    2:	24.2861	22.8716	22.8689	20.9103	26.2897
Length   32/  32, alignment  0/ 0, N    2:	25.0624	22.8719	23.5264	21.5651	24.9109
Length   32/  32, alignment  6/ 4, N    2:	24.8866	22.9348	23.5247	21.5638	24.9592
Length   32/   8, alignment  0/ 0, N    2:	24.5234	22.2182	22.8715	21.5859	24.4315
Length   32/   8, alignment  6/ 4, N    2:	24.4144	22.2157	22.8722	20.9606	24.6927
Length   64/  64, alignment  0/ 0, N    2:	24.8914	23.0625	23.5274	21.6727	24.9483
Length   64/  64, alignment  5/ 6, N    2:	25.1368	23.1004	23.6411	23.1568	24.9913
Length   64/  16, alignment  0/ 0, N    2:	25.7422	22.2178	22.972	21.5965	24.6199
Length   64/  16, alignment  5/ 6, N    2:	24.364	22.9483	22.894	23.0598	24.663
Length  128/ 128, alignment  0/ 0, N    2:	25.0325	22.9213	25.4973	21.9183	24.9004
Length  128/ 128, alignment  4/ 0, N    2:	25.0269	22.9218	23.758	21.6303	24.9959
Length  128/  32, alignment  0/ 0, N    2:	24.9714	22.8711	23.5247	21.5864	25.06
Length  128/  32, alignment  4/ 0, N    2:	24.9358	24.5458	23.9928	21.5839	24.926
Length  256/ 256, alignment  0/ 0, N    2:	28.2555	22.8736	23.5258	21.5674	28.2166
Length  256/ 256, alignment  3/ 2, N    2:	28.1573	22.8689	23.5242	21.5656	28.1983
Length  256/  64, alignment  0/ 0, N    2:	25.4964	23.5185	23.5261	21.6833	24.9179
Length  256/  64, alignment  3/ 2, N    2:	24.9551	23.1959	23.5232	21.7801	24.9722
Length  512/ 512, alignment  0/ 0, N    2:	28.1869	22.874	23.5276	24.3523	28.9237
Length  512/ 512, alignment  2/ 4, N    2:	28.8389	22.8707	23.5265	24.1864	28.1541
Length  512/ 128, alignment  0/ 0, N    2:	25.0499	23.1105	24.6202	21.5696	25.1912
Length  512/ 128, alignment  2/ 4, N    2:	24.9917	22.9184	23.9141	21.7745	25.0138
Length 1024/1024, alignment  0/ 0, N    2:	29.4145	26.4492	26.9636	36.568	28.2104
Length 1024/1024, alignment  1/ 6, N    2:	28.1998	26.5876	26.9049	36.552	28.2067
Length 1024/ 256, alignment  0/ 0, N    2:	29.4153	22.8727	23.5253	21.5656	28.2537
Length 1024/ 256, alignment  1/ 6, N    2:	28	22.8689	23.5244	21.5647	27.9579
Length   16/   1, alignment  1/ 2, N    2:	24.2797	22.8702	23.0929	20.9618	24.6302
Length   16/   1, alignment  2/ 1, N    2:	24.5749	22.8722	22.8689	20.955	24.7048
Length   16/  10, alignment  1/ 1, N    2:	24.6339	22.8687	22.8717	20.9864	24.6401
Length   32/   1, alignment  2/ 4, N    2:	24.6756	22.2191	22.8719	20.9444	25.2562
Length   32/   1, alignment  4/ 2, N    2:	24.704	22.2176	22.8697	20.9097	24.2895
Length   32/  10, alignment  2/ 2, N    2:	24.2791	22.2185	22.8694	20.9334	24.6946
Length   64/   1, alignment  3/ 6, N    2:	24.6857	22.2175	23.1508	21.3967	24.7297
Length   64/   1, alignment  6/ 3, N    2:	24.3965	22.2171	22.872	20.9105	24.6067
Length   64/  10, alignment  3/ 3, N    2:	24.2803	22.2165	22.8709	20.9245	24.6473
Length  128/   1, alignment  4/ 0, N    2:	24.6754	22.8719	22.8699	20.9105	25.1891
Length  128/   1, alignment  0/ 4, N    2:	24.2795	22.2166	22.8712	20.9737	24.2766
Length  128/  10, alignment  4/ 4, N    2:	24.5939	22.3235	22.8716	20.9467	24.276
Length  256/   1, alignment  5/ 2, N    2:	24.5056	22.8692	22.8709	21.0018	24.7169
Length  256/   1, alignment  2/ 5, N    2:	24.6536	22.5447	22.8687	20.91	24.7335
Length  256/  10, alignment  5/ 5, N    2:	24.1862	22.3262	22.8691	20.9287	24.4754
Length  512/   1, alignment  6/ 4, N    2:	24.7897	22.8694	22.8717	21.0078	24.2913
Length  512/   1, alignment  4/ 6, N    2:	24.3387	22.2167	22.8715	20.9099	24.3412
Length  512/  10, alignment  6/ 6, N    2:	24.4992	22.2155	22.8715	20.9753	24.1775
Length 1024/   1, alignment  7/ 6, N    2:	24.7119	22.434	22.8716	21.007	24.6599
Length 1024/   1, alignment  6/ 7, N    2:	24.7553	22.327	22.8687	20.9798	24.1964
Length 1024/  10, alignment  7/ 7, N    2:	24.6411	22.2239	22.8687	20.9659	24.274
Length    2/   2, alignment  0/ 2, N    8:	24.8333	22.5468	23.2104	21.0658	24.4965
Length    4/   4, alignment  0/ 0, N    8:	24.3393	22.2179	22.9549	21.039	24.3558
Length    4/   4, alignment  4/ 0, N    8:	24.3751	22.3098	23.0021	21.0544	24.5393
Length    8/   8, alignment  0/ 0, N    8:	24.2111	22.3938	22.9521	21.436	24.2792
Length    8/   8, alignment  0/ 0, N    8:	24.2237	22.3945	22.8698	21.0643	24.2845
Length   16/  16, alignment  0/ 0, N    8:	24.4734	22.3948	22.8689	21.5976	24.4333
Length   16/  16, alignment  7/ 2, N    8:	24.2861	22.393	24.0646	22.0995	24.2825
Length   16/   4, alignment  0/ 0, N    8:	24.3184	22.3944	22.8694	20.9471	24.3438
Length   16/   4, alignment  7/ 2, N    8:	24.376	22.3879	22.8697	20.9096	24.3996
Length   32/  32, alignment  0/ 0, N    8:	24.8992	23.2921	24.6378	21.5786	24.882
Length   32/  32, alignment  6/ 4, N    8:	24.9483	23.0185	23.5594	21.644	24.991
Length   32/   8, alignment  0/ 0, N    8:	24.3333	22.2194	22.8728	20.9162	24.2693
Length   32/   8, alignment  6/ 4, N    8:	24.2916	22.3028	22.8688	20.9175	24.2184
Length   64/  64, alignment  0/ 0, N    8:	24.9161	22.872	23.5278	21.8417	24.8883
Length   64/  64, alignment  5/ 6, N    8:	24.8897	22.8689	23.5241	21.6706	24.8902
Length   64/  16, alignment  0/ 0, N    8:	24.2615	22.2923	22.8722	21.6133	24.2969
Length   64/  16, alignment  5/ 6, N    8:	24.2606	22.2156	22.8716	21.7677	24.488
Length  128/ 128, alignment  0/ 0, N    8:	25.0193	22.8739	23.5294	21.5811	25.0113
Length  128/ 128, alignment  4/ 0, N    8:	25.0126	22.9394	23.5245	21.5827	24.9884
Length  128/  32, alignment  0/ 0, N    8:	24.8733	23.3221	23.742	21.5659	24.9117
Length  128/  32, alignment  4/ 0, N    8:	25.045	23.2371	23.9593	21.579	24.9777
Length  256/ 256, alignment  0/ 0, N    8:	28.1542	22.8721	23.6042	21.5669	28.2756
Length  256/ 256, alignment  3/ 2, N    8:	28.2049	22.8758	23.5252	21.5668	28.3813
Length  256/  64, alignment  0/ 0, N    8:	25.0138	22.874	23.526	21.6853	24.9601
Length  256/  64, alignment  3/ 2, N    8:	25.0101	22.8719	23.5237	21.7909	24.9865
Length  512/ 512, alignment  0/ 0, N    8:	28.317	22.8717	23.7103	24.0849	28.3033
Length  512/ 512, alignment  2/ 4, N    8:	28.3205	22.8718	23.6552	24.2494	28.2378
Length  512/ 128, alignment  0/ 0, N    8:	24.8844	22.8702	23.5246	21.5792	24.8822
Length  512/ 128, alignment  2/ 4, N    8:	24.9843	22.8709	23.5227	21.5825	24.9216
Length 1024/1024, alignment  0/ 0, N    8:	28.1214	25.7493	29.0637	36.4761	30.0612
Length 1024/1024, alignment  1/ 6, N    8:	28.1965	25.8204	28.9658	36.4757	28.1674
Length 1024/ 256, alignment  0/ 0, N    8:	28.2365	22.8727	23.5398	21.565	28.1229
Length 1024/ 256, alignment  1/ 6, N    8:	28.1989	22.8735	23.5246	21.5647	28.2342
Length   16/   1, alignment  1/ 2, N    8:	24.2605	22.3948	23.0828	20.9714	24.2642
Length   16/   1, alignment  2/ 1, N    8:	24.2958	22.3926	23.0812	21.0247	24.2833
Length   16/  10, alignment  1/ 1, N    8:	24.2601	22.392	22.8717	20.9131	24.5006
Length   32/   1, alignment  2/ 4, N    8:	24.2975	22.2159	22.8715	20.9751	24.4848
Length   32/   1, alignment  4/ 2, N    8:	24.3531	22.2156	22.8715	20.9789	24.3195
Length   32/  10, alignment  2/ 2, N    8:	24.209	22.2158	22.8709	20.9276	24.2516
Length   64/   1, alignment  3/ 6, N    8:	24.2905	22.2167	22.87	20.9784	24.2497
Length   64/   1, alignment  6/ 3, N    8:	24.2759	22.2171	22.8692	20.9793	24.386
Length   64/  10, alignment  3/ 3, N    8:	24.2252	22.2176	22.8687	20.9282	24.282
Length  128/   1, alignment  4/ 0, N    8:	24.4531	22.2184	22.8692	20.9112	24.3614
Length  128/   1, alignment  0/ 4, N    8:	24.3002	22.2179	22.8687	21.0034	24.3245
Length  128/  10, alignment  4/ 4, N    8:	24.2826	22.2176	22.8687	20.9244	24.5803
Length  256/   1, alignment  5/ 2, N    8:	24.3845	22.2177	22.8696	20.9103	24.3847
Length  256/   1, alignment  2/ 5, N    8:	24.342	22.2174	22.8693	21.0394	24.2633
Length  256/  10, alignment  5/ 5, N    8:	24.4749	22.2172	22.8693	20.9274	24.2514
Length  512/   1, alignment  6/ 4, N    8:	24.3831	22.2182	22.8693	20.9106	24.4419
Length  512/   1, alignment  4/ 6, N    8:	24.2864	22.2176	22.8689	21.0696	24.2931
Length  512/  10, alignment  6/ 6, N    8:	24.3531	22.2176	22.8688	20.9275	24.2712
Length 1024/   1, alignment  7/ 6, N    8:	24.2808	22.2184	22.8687	20.9236	24.2514
Length 1024/   1, alignment  6/ 7, N    8:	24.3969	22.218	22.8687	21.1172	24.2653
Length 1024/  10, alignment  7/ 7, N    8:	24.2488	22.2179	22.8687	20.938	24.5241
Length    2/   2, alignment  0/ 2, N   32:	24.1827	22.5468	22.9816	20.9987	24.7026
Length    4/   4, alignment  0/ 0, N   32:	24.2457	22.2188	22.954	21.0722	24.3763
Length    4/   4, alignment  4/ 0, N   32:	24.4097	22.2164	23.0339	21.063	24.4074
Length    8/   8, alignment  0/ 0, N   32:	24.2814	22.2619	23.0592	21.0375	24.5337
Length    8/   8, alignment  0/ 0, N   32:	24.332	22.3498	23.3058	20.9681	24.3776
Length   16/  16, alignment  0/ 0, N   32:	24.3831	22.2529	22.8705	22.5416	24.6379
Length   16/  16, alignment  7/ 2, N   32:	24.2812	22.3046	23.0214	22.5768	24.4174
Length   16/   4, alignment  0/ 0, N   32:	24.3758	22.2994	23.0539	21.6569	24.3424
Length   16/   4, alignment  7/ 2, N   32:	24.8751	22.2164	22.8715	21.644	24.3505
Length   32/  32, alignment  0/ 0, N   32:	24.8647	23.5598	24.1795	22.9876	24.8406
Length   32/  32, alignment  6/ 4, N   32:	29.4989	26.3925	26.791	25.7147	29.5117
Length   32/   8, alignment  0/ 0, N   32:	24.4502	22.2176	22.8727	21.7656	24.3387
Length   32/   8, alignment  6/ 4, N   32:	24.3535	22.2181	22.8692	21.7299	24.2608
Length   64/  64, alignment  0/ 0, N   32:	25.101	22.8719	23.5255	22.345	24.9229
Length   64/  64, alignment  5/ 6, N   32:	24.9939	22.8719	23.5237	22.3214	24.8807
Length   64/  16, alignment  0/ 0, N   32:	24.3817	22.2199	22.87	22.4327	24.4059
Length   64/  16, alignment  5/ 6, N   32:	24.4445	22.2165	22.8724	22.54	24.3571
Length  128/ 128, alignment  0/ 0, N   32:	24.9995	23.2048	23.9166	22.2624	24.9369
Length  128/ 128, alignment  4/ 0, N   32:	24.9465	23.2159	23.8011	22.2632	25.035
Length  128/  32, alignment  0/ 0, N   32:	24.8603	23.5324	24.1777	23.0392	24.8647
Length  128/  32, alignment  4/ 0, N   32:	24.9722	23.5863	24.1778	23.0459	24.9353
Length  256/ 256, alignment  0/ 0, N   32:	28.8449	23.1354	23.7084	22.3225	28.7691
Length  256/ 256, alignment  3/ 2, N   32:	28.7958	23.1582	23.6777	22.2527	28.8867
Length  256/  64, alignment  0/ 0, N   32:	24.9293	22.8707	23.5262	22.309	24.8723
Length  256/  64, alignment  3/ 2, N   32:	25.0143	22.8785	23.591	22.3093	24.9997
Length  512/ 512, alignment  0/ 0, N   32:	29.2178	23.2447	23.5725	25.4482	29.3241
Length  512/ 512, alignment  2/ 4, N   32:	29.2103	22.8754	23.5802	25.4657	29.243
Length  512/ 128, alignment  0/ 0, N   32:	24.9467	23.2243	23.776	22.2759	25.0418
Length  512/ 128, alignment  2/ 4, N   32:	24.9548	23.1566	24.0838	22.274	25.0173
Length 1024/1024, alignment  0/ 0, N   32:	29.6835	25.0048	28.6293	37.329	29.4432
Length 1024/1024, alignment  1/ 6, N   32:	28.7575	24.9456	28.5156	37.3178	28.7531
Length 1024/ 256, alignment  0/ 0, N   32:	28.8423	22.9	23.7488	22.2531	28.6693
Length 1024/ 256, alignment  1/ 6, N   32:	28.8096	22.989	23.7468	22.2517	28.8147
Length   16/   1, alignment  1/ 2, N   32:	24.3771	22.22	22.8962	21.6547	24.4373
Length   16/   1, alignment  2/ 1, N   32:	24.409	22.2999	22.8701	21.6912	24.4368
Length   16/  10, alignment  1/ 1, N   32:	24.3684	22.3545	22.9877	21.6651	24.3777
Length   32/   1, alignment  2/ 4, N   32:	24.4011	22.2177	22.8712	21.7362	24.3406
Length   32/   1, alignment  4/ 2, N   32:	24.2593	22.218	22.8688	21.634	24.3846
Length   32/  10, alignment  2/ 2, N   32:	24.4029	22.3335	22.8713	21.723	24.3994
Length   64/   1, alignment  3/ 6, N   32:	24.3588	22.2164	22.8709	21.7457	24.5218
Length   64/   1, alignment  6/ 3, N   32:	24.3794	22.2181	22.8686	21.642	24.3687
Length   64/  10, alignment  3/ 3, N   32:	24.4044	22.2159	22.8708	21.7414	24.2822
Length  128/   1, alignment  4/ 0, N   32:	24.3759	22.2164	22.8733	21.6156	24.8573
Length  128/   1, alignment  0/ 4, N   32:	24.4446	22.2188	22.8689	21.7409	24.4939
Length  128/  10, alignment  4/ 4, N   32:	24.8716	22.2161	22.8717	21.7639	24.4034
Length  256/   1, alignment  5/ 2, N   32:	24.5283	22.2192	22.8695	21.6347	24.4635
Length  256/   1, alignment  2/ 5, N   32:	24.4227	22.2166	22.8701	21.7576	24.4352
Length  256/  10, alignment  5/ 5, N   32:	24.4623	22.2158	22.8715	21.7301	24.3528
Length  512/   1, alignment  6/ 4, N   32:	24.3007	22.2185	22.8701	21.6358	24.4169
Length  512/   1, alignment  4/ 6, N   32:	24.383	22.2176	22.869	21.7382	24.5156
Length  512/  10, alignment  6/ 6, N   32:	24.4748	22.2155	22.8717	21.7396	24.4366
Length 1024/   1, alignment  7/ 6, N   32:	24.4255	22.2191	22.8694	21.7567	24.5935
Length 1024/   1, alignment  6/ 7, N   32:	24.3844	22.2167	22.8705	21.7662	24.508
Length 1024/  10, alignment  7/ 7, N   32:	24.5562	22.2177	22.8705	21.7352	24.3939
Length    2/   2, alignment  0/ 2, N  128:	24.181	22.2193	23.088	20.9744	24.1784
Length    4/   4, alignment  0/ 0, N  128:	24.4026	22.3563	23.1498	20.9915	24.5712
Length    4/   4, alignment  4/ 0, N  128:	24.459	22.3086	23.1511	20.9846	24.4419
Length    8/   8, alignment  0/ 0, N  128:	24.4627	22.2162	22.8717	20.9157	24.4219
Length    8/   8, alignment  0/ 0, N  128:	24.3075	22.2163	22.8713	20.9401	24.4678
Length   16/  16, alignment  0/ 0, N  128:	24.3336	22.3254	22.9719	21.8137	24.3981
Length   16/  16, alignment  7/ 2, N  128:	24.5031	22.3658	22.8698	21.9736	24.4236
Length   16/   4, alignment  0/ 0, N  128:	24.3412	22.3601	23.081	21.0858	24.4459
Length   16/   4, alignment  7/ 2, N  128:	24.3304	22.2973	22.8817	20.9554	24.3128
Length   32/  32, alignment  0/ 0, N  128:	24.9355	24.348	25.4878	24.1178	24.9542
Length   32/  32, alignment  6/ 4, N  128:	29.5414	26.1393	27.3582	26.695	29.5391
Length   32/   8, alignment  0/ 0, N  128:	24.3326	23.0042	23.5258	22.5255	24.2862
Length   32/   8, alignment  6/ 4, N  128:	24.3544	22.8902	23.6384	23.0687	24.3218
Length   64/  64, alignment  0/ 0, N  128:	25.1059	24.8347	26.5598	25.4821	25.2915
