                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	33.291	31.8948	32.2178	29.1643	17.2516
Length    0/   0, alignment  0/ 0:	30.892	28.9699	29.8487	27.2969	16.4636
Length    0/   0, alignment  0/ 0:	31.1222	28.9746	29.8056	27.4244	16.3106
Length    0/   0, alignment  0/ 0:	30.7801	28.9038	29.8606	27.2956	16.284
Length    1/   1, alignment  0/ 0:	30.8035	28.9036	29.7354	27.4266	17.6618
Length    1/   1, alignment  0/ 0:	30.6455	28.9879	29.7535	27.4464	17.661
Length    1/   1, alignment  0/ 1:	30.7273	28.9039	29.7353	27.3618	8.44199
Length    1/   1, alignment  1/ 0:	30.3787	28.9551	29.7364	27.4462	17.6614
Length    2/   2, alignment  0/ 0:	30.099	28.9415	29.7877	27.3527	18.5289
Length    2/   2, alignment  0/ 0:	30.1389	28.9555	29.7976	27.2953	18.5971
Length    2/   2, alignment  0/ 2:	30.0609	28.9062	29.8204	27.2954	12.0436
Length    2/   2, alignment  2/ 0:	29.7261	28.929	29.7886	27.2954	18.5657
Length    3/   3, alignment  0/ 0:	29.987	28.9051	29.7259	27.2974	18.6916
Length    3/   3, alignment  0/ 0:	29.9138	28.9055	29.7027	27.321	18.6873
Length    3/   3, alignment  0/ 3:	29.8926	28.9357	29.7024	27.2968	13.0468
Length    3/   3, alignment  3/ 0:	29.779	28.9055	29.7025	27.3198	20.9319
Length    4/   4, alignment  0/ 0:	36.2902	35.2053	35.2696	26.578	20.4913
Length    4/   4, alignment  0/ 0:	35.4159	34.3856	35.2707	26.5606	20.5154
Length    4/   4, alignment  0/ 4:	30.0969	28.8811	29.7443	26.5518	17.1743
Length    4/   4, alignment  4/ 0:	35.2999	34.3668	35.2688	26.5796	22.0233
Length    5/   5, alignment  0/ 0:	35.3284	34.3662	35.2712	26.5385	21.54
Length    5/   5, alignment  0/ 0:	35.2781	34.3431	35.2912	26.5393	21.509
Length    5/   5, alignment  0/ 5:	29.9397	28.8816	29.698	26.5646	18.7325
Length    5/   5, alignment  5/ 0:	35.3382	34.3643	35.269	26.5602	22.2639
Length    6/   6, alignment  0/ 0:	35.3477	34.3644	35.2698	26.5738	22.3067
Length    6/   6, alignment  0/ 0:	35.3857	34.3422	35.3048	26.5517	22.3122
Length    6/   6, alignment  0/ 6:	30.0545	28.8816	29.7202	26.599	21.3264
Length    6/   6, alignment  6/ 0:	35.3347	34.3645	35.2703	26.5666	22.9601
Length    7/   7, alignment  0/ 0:	35.3574	34.3641	35.2696	26.5387	22.0116
Length    7/   7, alignment  0/ 0:	35.3407	34.3425	35.2929	26.5383	22.1287
Length    7/   7, alignment  0/ 7:	29.9481	28.8814	29.7001	26.5615	22.1857
Length    7/   7, alignment  7/ 0:	29.8963	28.9079	29.6999	26.5385	22.927
Length    8/   8, alignment  0/ 0:	29.8276	28.0972	28.9089	26.5456	18.7327
Length    8/   8, alignment  0/ 0:	29.2297	28.0999	28.897	26.5674	18.7315
Length    8/   8, alignment  0/ 0:	29.171	28.097	28.9171	26.5462	18.7316
Length    8/   8, alignment  0/ 0:	29.3395	28.097	28.8919	26.5684	18.7316
Length    9/   9, alignment  0/ 0:	29.2093	28.097	28.916	26.5624	18.7344
Length    9/   9, alignment  0/ 0:	29.1947	28.097	28.8913	26.5794	18.7341
Length    9/   9, alignment  0/ 1:	29.1569	28.1182	28.8782	26.5607	19.5136
Length    9/   9, alignment  1/ 0:	29.2925	28.0971	28.8957	26.5833	27.3253
Length   10/  10, alignment  0/ 0:	29.2108	28.12	28.8814	26.5484	19.5915
Length   10/  10, alignment  0/ 0:	29.166	28.0972	28.9127	26.5483	19.6313
Length   10/  10, alignment  0/ 2:	29.2652	28.0971	28.881	26.548	20.3315
Length   10/  10, alignment  2/ 0:	29.2336	28.0998	28.9146	26.5514	26.5697
Length   11/  11, alignment  0/ 0:	29.2592	28.0973	28.8925	26.5734	20.3092
Length   11/  11, alignment  0/ 0:	29.1962	28.1187	28.8806	26.5433	20.3007
Length   11/  11, alignment  0/ 3:	29.1937	28.097	28.8941	26.5704	21.3819
Length   11/  11, alignment  3/ 0:	29.1966	28.1206	28.896	26.5481	26.497
Length   12/  12, alignment  0/ 0:	29.2294	28.0985	28.9152	26.5435	21.3182
Length   12/  12, alignment  0/ 0:	29.1705	28.097	28.8781	26.5641	21.2896
Length   12/  12, alignment  0/ 4:	29.3247	28.0997	28.9135	26.5365	20.2936
Length   12/  12, alignment  4/ 0:	29.2636	28.0971	28.8811	26.5733	23.3927
Length   13/  13, alignment  0/ 0:	29.2278	28.1196	28.8825	26.544	22.0697
Length   13/  13, alignment  0/ 0:	29.1681	28.097	28.9169	26.5429	22.0584
Length   13/  13, alignment  0/ 5:	29.0777	28.1262	28.8956	26.5358	21.099
Length   13/  13, alignment  5/ 0:	29.2077	28.097	28.9245	26.5519	23.7366
Length   14/  14, alignment  0/ 0:	29.1439	28.0971	28.8931	26.5735	23.045
Length   14/  14, alignment  0/ 0:	29.0787	28.1203	28.8813	26.5485	23.0217
Length   14/  14, alignment  0/ 6:	29.106	28.097	28.8908	26.5596	22.1058
Length   14/  14, alignment  6/ 0:	29.1639	28.1185	28.881	26.5721	24.112
Length   15/  15, alignment  0/ 0:	29.0771	28.0971	28.9133	26.539	22.7096
