                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   15/  15, alignment  0/ 0:	29.1563	28.097	28.8781	26.561	22.5757
Length   15/  15, alignment  0/ 7:	29.0673	28.097	28.9131	26.536	22.829
Length   15/  15, alignment  7/ 0:	29.125	28.097	28.895	26.5692	23.1641
Length   16/  16, alignment  0/ 0:	29.0723	28.1216	28.8976	28.878	19.534
Length   16/  16, alignment  7/ 2:	29.0008	28.0986	28.9427	28.927	26.1023
Length   16/   4, alignment  0/ 0:	29.1269	28.0984	28.8976	28.2116	20.6882
Length   16/   4, alignment  7/ 2:	29.033	28.0983	28.9109	28.2564	21.0742
Length   32/  32, alignment  0/ 0:	31.0722	29.6919	30.5131	43.7342	21.8558
Length   32/  32, alignment  6/ 4:	33.5359	31.2198	32.0883	42.9548	34.9991
Length   32/   8, alignment  0/ 0:	30.3438	28.8906	29.6636	36.7041	21.0819
Length   32/   8, alignment  6/ 4:	30.2098	29.6818	30.4649	37.4663	31.3205
Length   64/  64, alignment  0/ 0:	49.028	46.9437	47.5432	44.4877	32.2835
Length   64/  64, alignment  5/ 6:	49.7763	47.6462	49.2079	44.5642	45.3244
Length   64/  16, alignment  0/ 0:	47.7095	46.8164	48.4226	40.053	28.7988
Length   64/  16, alignment  5/ 6:	51.7767	52.2555	53.8695	45.629	45.2604
Length  128/ 128, alignment  0/ 0:	48.5882	48.3678	49.808	49.5375	58.4307
Length  128/ 128, alignment  4/ 0:	58.7691	57.776	59.4109	51.6801	67.1787
Length  128/  32, alignment  0/ 0:	50.689	49.1711	50.7879	55.7928	49.9746
Length  128/  32, alignment  4/ 0:	57.0731	54.6355	56.1745	57.6558	66.7346
Length  256/ 256, alignment  0/ 0:	55.7844	52.1783	52.3109	52.7024	113.046
Length  256/ 256, alignment  3/ 2:	57.5901	53.3701	54.0984	53.5254	128.094
Length  256/  64, alignment  0/ 0:	56.6648	54.1969	56.0735	55.1981	85.7693
Length  256/  64, alignment  3/ 2:	62.8811	58.2829	60.46	60.3482	104.903
Length  512/ 512, alignment  0/ 0:	58.4841	55.6079	55.9736	61.3662	221.32
Length  512/ 512, alignment  2/ 4:	59.87	56.8137	56.534	65.0519	237.291
Length  512/ 128, alignment  0/ 0:	58.4817	58.9406	57.2701	70.0133	152.68
Length  512/ 128, alignment  2/ 4:	66.3022	64.9418	66.3087	80.0063	168.392
Length 1024/1024, alignment  0/ 0:	65.8047	62.6002	66.7275	94.5323	476.616
Length 1024/1024, alignment  1/ 6:	73.3501	67.5272	71.3852	100.168	484.737
Length 1024/ 256, alignment  0/ 0:	68.8688	68.0235	65.9941	88.0012	309.335
Length 1024/ 256, alignment  1/ 6:	79.1674	77.7601	76.4042	111.78	329.398
Length   16/   1, alignment  1/ 2:	28.216	27.3621	28.1155	27.3848	24.7587
Length   16/   1, alignment  2/ 1:	28.2766	27.339	28.1417	27.4577	19.2002
Length   16/  10, alignment  1/ 1:	28.2319	27.3628	28.1168	27.3877	35.804
Length   16/  10, alignment  1/ 1:	28.2212	27.3389	28.1406	27.4388	35.681
Length   32/   1, alignment  2/ 4:	29.5134	28.8596	29.6421	38.1135	30.2782
Length   32/   1, alignment  4/ 2:	29.5298	28.0995	28.8565	36.5002	20.9045
Length   32/  10, alignment  2/ 2:	29.3769	28.8804	29.6397	38.0869	41.0128
Length   32/  10, alignment  2/ 2:	29.4666	28.8866	29.6396	38.0867	41.1475
Length   64/   1, alignment  3/ 6:	45.23	44.0915	45.6072	38.7501	36.7801
Length   64/   1, alignment  6/ 3:	42.4247	41.0618	42.5877	37.5823	26.5317
Length   64/  10, alignment  3/ 3:	45.2392	44.0888	45.5857	38.6642	50.4437
Length   64/  10, alignment  3/ 3:	45.2631	44.0687	45.6484	38.4838	50.4266
Length  128/   1, alignment  4/ 0:	46.6776	45.5812	46.8747	46.6223	44.5714
Length  128/   1, alignment  0/ 4:	48.1593	46.4936	47.496	46.7499	46.4354
Length  128/  10, alignment  4/ 4:	53.476	52.3956	53.6368	46.5929	73.1159
Length  128/  10, alignment  4/ 4:	53.4676	52.4151	53.6203	45.895	73.0681
Length  256/   1, alignment  5/ 2:	47.1024	46.3578	47.8415	53.4703	73.1343
Length  256/   1, alignment  2/ 5:	51.0755	50.806	50.8868	54.752	99.4148
Length  256/  10, alignment  5/ 5:	56.8377	56.2552	57.3315	53.9125	118.64
Length  256/  10, alignment  5/ 5:	56.7927	56.1476	56.9654	54.2226	118.671
Length  512/   1, alignment  6/ 4:	52.0683	50.9389	52.5344	57.1166	132.417
Length  512/   1, alignment  4/ 6:	63.5316	65.1696	63.6284	61.0636	177.985
Length  512/  10, alignment  6/ 6:	58.4838	60.2077	59.4086	61.7282	209.885
Length  512/  10, alignment  6/ 6:	58.5509	59.741	59.4036	59.5462	209.869
Length 1024/   1, alignment  7/ 6:	58.1467	59.3857	56.3091	71.8424	272.563
Length 1024/   1, alignment  6/ 7:	74.9606	72.9361	75.2627	88.6825	361.22
Length 1024/  10, alignment  7/ 7:	74.598	72.9377	75.2426	82.0841	423.155
Length 1024/  10, alignment  7/ 7:	74.5432	72.9362	75.306	85.5103	423.583
