                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.055	22.2856	22.7741	21.3884	14.0918
Length    0/   0, alignment  0/ 0:	22.5277	21.0727	21.9848	19.8755	13.0691
Length    0/   0, alignment  0/ 0:	22.0062	20.6045	21.511	20.7459	13.4497
Length    0/   0, alignment  0/ 0:	21.8795	20.8992	21.4966	19.4792	12.777
Length    1/   1, alignment  0/ 0:	21.8842	20.6047	21.4309	19.4786	13.7368
Length    1/   1, alignment  0/ 0:	21.8875	20.6045	21.2079	19.0266	13.4801
Length    1/   1, alignment  0/ 1:	21.853	20.9567	21.2537	19.4286	6.95025
Length    1/   1, alignment  1/ 0:	22.1331	20.7803	21.3403	19.4738	13.7364
Length    2/   2, alignment  0/ 0:	22.2265	21.2287	21.8533	20.11	14.4121
Length    2/   2, alignment  0/ 0:	22.5265	21.2287	21.8531	20.1454	14.6593
Length    2/   2, alignment  0/ 2:	21.9374	21.5828	21.8643	20.4122	8.74343
Length    2/   2, alignment  2/ 0:	21.9791	21.2292	22.2025	20.5266	14.6249
Length    3/   3, alignment  0/ 0:	22.0173	20.8454	21.8474	19.4427	14.5804
Length    3/   3, alignment  0/ 0:	22.5126	21.0942	21.2658	19.4472	14.5345
Length    3/   3, alignment  0/ 3:	22.0326	20.9388	21.7118	19.5393	10.6168
Length    3/   3, alignment  3/ 0:	21.9341	21.0726	21.6649	19.4714	16.3233
Length    4/   4, alignment  0/ 0:	22.5767	21.7547	22.1693	20.2403	16.3897
Length    4/   4, alignment  0/ 0:	22.4243	21.7523	22.5999	20.5425	16.4795
Length    4/   4, alignment  0/ 4:	21.9961	21.229	22.0956	20.0826	13.7379
Length    4/   4, alignment  4/ 0:	21.8536	21.375	22.5288	20.0911	17.6599
Length    5/   5, alignment  0/ 0:	22.3661	21.7465	22.5406	20.1126	17.2592
Length    5/   5, alignment  0/ 0:	22.6911	21.7149	22.5778	20.1987	17.2411
Length    5/   5, alignment  0/ 5:	22.7667	21.7114	22.1738	20.1241	15.0219
Length    5/   5, alignment  5/ 0:	22.2505	21.7395	22.5959	20.317	17.773
Length    6/   6, alignment  0/ 0:	22.3226	21.7723	22.3621	20.1006	17.7919
Length    6/   6, alignment  0/ 0:	22.3717	21.7479	22.471	20.0732	17.8309
Length    6/   6, alignment  0/ 6:	22.8465	21.7118	22.3991	20.1111	16.9793
Length    6/   6, alignment  6/ 0:	22.0221	21.6661	22.0951	20.0736	18.3508
Length    7/   7, alignment  0/ 0:	22.043	21.7729	22.1358	19.5096	17.6687
Length    7/   7, alignment  0/ 0:	22.4077	21.7526	22.5649	19.451	17.5861
