                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	13.0731	5.62866	5.58679	5.49561	5.49463
Length    0, alignments in bytes  0/ 0:	10.8159	5.48804	5.46033	5.36072	5.3717
Length    0, alignments in bytes  0/ 0:	10.1018	5.47473	5.4541	5.3584	5.3606
Length    0, alignments in bytes  0/ 0:	10.1879	5.50061	5.44006	5.35974	5.3501
Length    1, alignments in bytes  0/ 0:	10.1466	6.04175	6.03113	5.3645	5.37537
Length    1, alignments in bytes  0/ 0:	10.4381	5.49792	5.43457	5.36084	5.37048
Length    1, alignments in bytes  0/ 1:	9.63293	6.0271	5.44202	5.35217	5.36255
Length    1, alignments in bytes  1/ 0:	9.80151	6.02295	5.45459	5.35339	5.0459
Length    2, alignments in bytes  0/ 0:	9.90942	6.16833	6.17419	6.43091	6.70667
Length    2, alignments in bytes  0/ 0:	9.87476	6.16003	5.8999	6.14294	6.40417
Length    2, alignments in bytes  0/ 2:	9.16492	5.81201	5.83582	6.13367	6.38879
Length    2, alignments in bytes  2/ 0:	9.35645	5.12061	5.10999	5.11792	6.39722
Length    3, alignments in bytes  0/ 0:	10.0623	5.12756	5.1167	5.12439	6.40283
Length    3, alignments in bytes  0/ 0:	9.68616	4.5365	5.11829	5.12268	6.40039
Length    3, alignments in bytes  0/ 3:	9.64111	5.12073	5.11719	5.1145	6.40015
Length    3, alignments in bytes  3/ 0:	9.68201	4.62268	5.11829	5.11133	8.32141
Length    4, alignments in bytes  0/ 0:	9.59924	7.99524	7.99414	5.8667	8.31934
Length    4, alignments in bytes  0/ 0:	12.8315	7.99719	7.99756	5.8645	8.3208
Length    4, alignments in bytes  0/ 4:	9.59998	6.052	6.1123	5.87	8.30249
Length    4, alignments in bytes  4/ 0:	9.59436	5.11475	5.11597	5.11072	8.32495
Length    5, alignments in bytes  0/ 0:	9.62793	7.98584	7.98584	6.63928	9.12585
Length    5, alignments in bytes  0/ 0:	9.88745	7.9895	7.98315	6.63879	9.12427
Length    5, alignments in bytes  0/ 5:	9.70081	6.04919	6.1123	5.84521	8.30786
Length    5, alignments in bytes  5/ 0:	9.58252	5.11548	5.1145	5.11255	9.6012
Length    6, alignments in bytes  0/ 0:	9.63025	7.98511	7.98413	7.3385	11.5164
Length    6, alignments in bytes  0/ 0:	9.86414	7.9906	7.99524	7.34619	11.5081
Length    6, alignments in bytes  0/ 6:	9.60876	6.04639	6.11902	5.71301	11.4998
Length    6, alignments in bytes  6/ 0:	9.80652	5.23279	5.23486	5.23303	9.17004
Length    7, alignments in bytes  0/ 0:	9.93958	7.17725	7.04785	5.24023	11.7716
Length    7, alignments in bytes  0/ 0:	10.0273	7.16357	7.05066	5.24072	11.7812
Length    7, alignments in bytes  0/ 7:	9.82422	6.19177	6.24695	5.23999	13.2189
Length    7, alignments in bytes  7/ 0:	10.2223	5.23706	5.22961	5.23755	11.7786
Length    8, alignments in bytes  0/ 0:	9.89038	8.42627	8.17993	6.52747	5.53857
Length    8, alignments in bytes  0/ 0:	10.3743	8.78516	8.77551	6.01208	5.25513
Length    8, alignments in bytes  0/ 0:	9.83472	8.96899	8.58752	6.3031	5.51599
Length    8, alignments in bytes  0/ 0:	10.4441	9.69409	8.89355	6.30249	5.51843
Length    9, alignments in bytes  0/ 0:	10.47	8.90796	8.58044	7.12524	6.4165
Length    9, alignments in bytes  0/ 0:	13.7566	9.87402	9.89734	8.84631	9.72253
Length    9, alignments in bytes  0/ 1:	13.0057	9.85278	9.88025	12.7828	10.0691
Length    9, alignments in bytes  1/ 0:	11.9565	8.90771	8.6217	7.48535	15.1051
Length   10, alignments in bytes  0/ 0:	10.3589	9.28516	8.57654	7.88831	7.28186
Length   10, alignments in bytes  0/ 0:	10.6854	8.89807	9.02209	7.88782	7.27942
Length   10, alignments in bytes  0/ 2:	10.5015	8.84509	8.83984	7.33203	7.54724
Length   10, alignments in bytes  2/ 0:	10.0792	8.37769	8.19946	7.24573	15.0735
Length   11, alignments in bytes  0/ 0:	9.86169	8.37964	8.17371	6.86584	7.755
Length   11, alignments in bytes  0/ 0:	9.88989	8.56165	8.17126	6.86133	7.75146
Length   11, alignments in bytes  0/ 3:	9.8916	8.42151	8.17688	7.34729	8.47034
