                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.115	8.25191	8.51004	6.64856	11.0855
Length   16, n   16, alignment  1/ 1:	12.5651	7.69126	8.37253	6.85303	11.1962
Length   16, n   16, alignment  1/ 2:	12.6249	7.53829	8.23104	6.85305	11.2205
Length   16, n   16, alignment  2/ 1:	12.548	7.56981	8.22361	6.85295	11.3222
Length    2, n    4, alignment  7/ 2:	13.7561	12.0099	10.9647	10.9781	14.1615
Length    4, n    2, alignment  2/ 7:	12.6868	8.24473	8.05598	6.68983	11.4813
Length    2, n    4, alignment  7/ 2:	13.7078	11.6733	10.9708	10.783	13.968
Length    4, n    2, alignment  2/ 7:	11.8109	8.2538	8.22361	6.85306	10.9491
Length   16, n   16, alignment  2/ 2:	12.6482	7.54333	8.22382	6.85847	11.0695
Length   16, n   16, alignment  2/ 2:	12.5719	7.53829	8.2235	6.85803	11.2533
Length   16, n   16, alignment  2/ 4:	12.4986	7.7162	8.27015	6.85295	11.0431
Length   16, n   16, alignment  4/ 2:	12.6615	7.53828	8.37762	6.85295	11.0823
Length    4, n    8, alignment  6/ 4:	14.3187	12.031	11.9331	10.9701	14.0495
Length    8, n    4, alignment  4/ 6:	12.6853	7.53842	8.23122	6.85299	11.09
Length    4, n    8, alignment  6/ 4:	13.9845	11.8912	11.9332	10.9825	14.3488
Length    8, n    4, alignment  4/ 6:	12.5627	7.54323	8.22377	6.78501	11.2035
Length   16, n   16, alignment  3/ 3:	12.3924	7.54376	8.2235	6.85297	11.0671
Length   16, n   16, alignment  3/ 3:	12.6311	7.53828	8.22364	6.85767	11.0979
Length   16, n   16, alignment  3/ 6:	12.7859	7.53827	8.34812	6.85295	11.193
Length   16, n   16, alignment  6/ 3:	12.6899	7.54614	8.22875	6.85296	11.1225
Length    8, n   16, alignment  5/ 6:	14.2447	10.9852	10.9649	10.9698	14.1729
Length   16, n    8, alignment  6/ 5:	12.3777	8.22369	8.91364	6.85311	11.145
Length    8, n   16, alignment  5/ 6:	14.0128	11.1226	10.9647	10.9694	14.3233
Length   16, n    8, alignment  6/ 5:	12.3773	8.22363	8.91387	6.85299	11.2175
Length   16, n   16, alignment  4/ 4:	12.5927	7.56092	8.22354	6.85296	11.084
Length   16, n   16, alignment  4/ 4:	12.9352	7.65406	8.22347	6.85764	11.1364
Length   16, n   16, alignment  4/ 0:	12.6904	7.55487	8.2235	6.85767	11.2595
Length   16, n   16, alignment  0/ 4:	12.7162	7.71503	8.22857	6.85297	11.0683
Length   16, n   32, alignment  4/ 0:	14.5734	10.6091	11.6501	11.6561	14.1531
Length   32, n   16, alignment  0/ 4:	12.6589	6.9303	7.06815	6.90968	11.3095
Length   16, n   32, alignment  4/ 0:	14.6011	10.6898	11.6501	11.6549	14.2814
Length   32, n   16, alignment  0/ 4:	12.3405	6.85326	6.85881	6.85295	11.2458
Length   16, n   16, alignment  5/ 5:	12.6563	7.53825	8.23042	6.85294	11.1866
Length   16, n   16, alignment  5/ 5:	12.7152	7.54346	8.37852	6.853	11.2121
Length   16, n   16, alignment  5/ 2:	12.8019	7.61094	8.31078	6.88762	11.2415
Length   16, n   16, alignment  2/ 5:	12.9773	7.57721	8.22351	6.85786	11.161
Length   32, n   64, alignment  3/ 2:	17.5389	9.8995	10.4359	13.6024	17.3467
Length   64, n   32, alignment  2/ 3:	11.2745	7.7437	7.61852	7.53842	11.4207
Length   32, n   64, alignment  3/ 2:	17.8465	9.79445	10.4347	13.5444	17.2806
Length   64, n   32, alignment  2/ 3:	11.5289	7.76862	7.683	7.53837	11.3344
Length   16, n   16, alignment  6/ 6:	12.5356	7.5383	8.37937	6.85743	11.2611
Length   16, n   16, alignment  6/ 6:	12.8485	7.62981	8.29988	6.85777	11.2571
Length   16, n   16, alignment  6/ 4:	12.5678	7.7081	8.34289	6.85294	11.1662
Length   16, n   16, alignment  4/ 6:	12.7766	7.59574	8.23216	6.85304	11.2267
Length   64, n  128, alignment  2/ 4:	16.4254	14.9342	13.7654	16.2818	15.9956
Length  128, n   64, alignment  4/ 2:	14.6339	9.14683	10.5496	11.9259	13.8963
Length   64, n  128, alignment  2/ 4:	16.3541	14.942	13.9235	16.279	16.2286
Length  128, n   64, alignment  4/ 2:	14.1564	9.78112	10.4529	11.9203	14.032
Length   16, n   16, alignment  7/ 7:	12.8329	7.73224	8.42919	7.0141	11.1501
Length   16, n   16, alignment  7/ 7:	12.8415	7.54337	8.22354	6.85303	11.2617
Length   16, n   16, alignment  7/ 6:	12.8305	7.59858	8.3742	6.85746	11.193
Length   16, n   16, alignment  6/ 7:	12.8472	7.65534	8.22822	6.85295	11.2008
Length  128, n  256, alignment  1/ 6:	21.1411	18.2381	16.9144	25.013	20.8231
Length  256, n  128, alignment  6/ 1:	16.9854	13.9314	12.9989	19.9207	17.0789
Length  128, n  256, alignment  1/ 6:	21.2288	18.3565	16.9014	24.7838	20.5769
Length  256, n  128, alignment  6/ 1:	16.6665	13.9626	13.0333	19.8385	17.0346
Length    8, n   16, alignment  0/ 0:	14.1374	11.2441	11.239	10.9796	13.7653
Length   32, n   16, alignment  0/ 0:	12.8444	6.85314	6.85847	6.85294	11.3949
Length    8, n   16, alignment  7/ 2:	14.5286	11.6495	11.4606	10.9693	14.1297
Length   32, n   16, alignment  7/ 2:	12.3406	7.53818	7.5447	6.85297	11.1999
Length   16, n   32, alignment  0/ 0:	14.5552	10.006	11.6697	11.7378	13.7688
Length   64, n   32, alignment  0/ 0:	11.2717	7.71658	7.66492	7.57882	11.2199
Length   16, n   32, alignment  6/ 4:	14.9809	10.6704	11.6501	11.6547	14.2167
Length   64, n   32, alignment  6/ 4:	11.1693	7.53823	7.71618	7.67661	11.2048
Length   32, n   64, alignment  0/ 0:	14.7281	10.0063	10.5992	12.8969	15.7088
Length  128, n   64, alignment  0/ 0:	13.2138	7.73482	7.72691	9.83479	12.3778
Length   32, n   64, alignment  5/ 6:	16.1529	11.5215	11.698	13.9777	17.1956
Length  128, n   64, alignment  5/ 6:	14.3473	10.5561	10.3223	12.71	13.3097
Length   64, n  128, alignment  0/ 0:	16.4318	13.3229	12.375	15.0331	17.0781
Length  256, n  128, alignment  0/ 0:	16.0258	10.9588	10.3811	14.4296	16.1962
Length   64, n  128, alignment  4/ 0:	17.0893	13.9887	13.0083	16.1599	16.5129
Length  256, n  128, alignment  4/ 0:	16.9294	13.3459	12.711	18.4567	15.5124
