                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  128, n  256, alignment  0/ 0:	19.4761	16.2775	15.9301	23.1579	18.3866
Length  512, n  256, alignment  0/ 0:	19.664	15.4868	15.1545	18.9086	18.5444
Length  128, n  256, alignment  3/ 2:	21.0328	17.4168	16.4687	23.9347	21.6456
Length  512, n  256, alignment  3/ 2:	24.4324	20.8238	20.6453	23.3565	24.3202
Length  256, n  512, alignment  0/ 0:	27.5494	24.0379	23.3142	29.1557	27.7861
Length 1024, n  512, alignment  0/ 0:	29.6941	19.7018	19.7167	29.9042	32.905
Length  256, n  512, alignment  2/ 4:	29.8037	26.9131	26.09	30.5673	29.5312
Length 1024, n  512, alignment  2/ 4:	32.7671	26.1469	26.8702	33.7571	32.7561
Length  512, n 1024, alignment  0/ 0:	43.5781	30.0342	28.8954	44.5766	42.6986
Length 2048, n 1024, alignment  0/ 0:	46.9882	28.376	29.5796	51.4303	47.9528
Length  512, n 1024, alignment  1/ 6:	50.9146	32.7402	29.2284	45.2531	51.2901
Length 2048, n 1024, alignment  1/ 6:	53.9957	40.4724	36.226	55.123	55.1318
