                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.1897	7.18771	7.85843	6.63231	10.8524
Length   16, n   16, alignment  1/ 1:	11.4328	7.2548	7.29664	6.62626	10.7192
Length   16, n   16, alignment  1/ 2:	11.636	7.40549	8.52125	6.79021	11.0528
Length   16, n   16, alignment  2/ 1:	11.7974	7.5383	7.49921	6.77773	11.2263
Length    2, n    4, alignment  7/ 2:	14.0063	10.9282	11.547	11.3436	13.3331
Length    4, n    2, alignment  2/ 7:	10.4884	7.35896	8.07342	6.68995	11.444
Length    2, n    4, alignment  7/ 2:	13.0673	11.0987	11.3727	11.4234	13.6568
Length    4, n    2, alignment  2/ 7:	10.4103	7.35894	8.04704	6.69002	11.4458
Length   16, n   16, alignment  2/ 2:	11.4155	7.35893	7.37221	6.68989	10.8951
Length   16, n   16, alignment  2/ 2:	11.3964	7.35888	7.37831	6.68977	10.7918
Length   16, n   16, alignment  2/ 4:	11.3794	7.35886	7.36353	6.68975	10.9071
Length   16, n   16, alignment  4/ 2:	11.7486	7.53829	7.55107	6.73336	10.9876
Length    4, n    8, alignment  6/ 4:	14.3137	11.7609	11.6637	11.3773	13.8606
Length    8, n    4, alignment  4/ 6:	11.0782	7.35896	8.03246	6.69001	10.8149
Length    4, n    8, alignment  6/ 4:	13.883	11.7497	11.6651	11.3772	13.9242
Length    8, n    4, alignment  4/ 6:	11.001	7.39893	8.14226	6.72805	11.1782
Length   16, n   16, alignment  3/ 3:	11.5497	7.47419	7.38183	6.73294	11.1874
Length   16, n   16, alignment  3/ 3:	11.4622	7.54565	7.35894	6.68974	10.9891
Length   16, n   16, alignment  3/ 6:	11.65	7.41866	7.47177	6.68979	11.1366
Length   16, n   16, alignment  6/ 3:	11.5422	7.49659	7.49047	6.71019	10.9412
Length    8, n   16, alignment  5/ 6:	13.9884	10.8588	9.91303	11.3728	13.8763
Length   16, n    8, alignment  6/ 5:	11.0043	8.22847	7.47949	6.68985	10.9939
Length    8, n   16, alignment  5/ 6:	13.7379	10.9712	10.0077	11.5308	13.6867
Length   16, n    8, alignment  6/ 5:	10.9802	8.22356	7.72033	6.80887	11.0596
Length   16, n   16, alignment  4/ 4:	11.6002	7.36341	7.35875	6.7757	11.0057
Length   16, n   16, alignment  4/ 4:	11.7545	7.41658	7.3588	6.81435	10.9681
Length   16, n   16, alignment  4/ 0:	11.645	7.3634	7.46817	6.82891	10.8735
Length   16, n   16, alignment  0/ 4:	11.5606	7.54323	7.41558	6.68974	10.7927
Length   16, n   32, alignment  4/ 0:	14.8431	10.4788	10.4306	11.3726	13.7858
Length   32, n   16, alignment  0/ 4:	11.655	6.84439	6.77653	6.75367	11.1787
Length   16, n   32, alignment  4/ 0:	14.6803	10.4146	10.4326	11.3773	13.6643
Length   32, n   16, alignment  0/ 4:	11.5921	6.85316	6.7318	6.68982	11.0616
Length   16, n   16, alignment  5/ 5:	11.4917	7.60245	7.52296	6.72725	11.0453
Length   16, n   16, alignment  5/ 5:	11.6031	7.42974	7.35877	6.78558	11.0693
Length   16, n   16, alignment  5/ 2:	11.4051	7.55215	7.53828	6.70558	10.9147
Length   16, n   16, alignment  2/ 5:	11.5374	7.54324	7.53828	6.7963	10.9804
Length   32, n   64, alignment  3/ 2:	18.1515	9.56363	10.2506	12.5611	18.3744
Length   64, n   32, alignment  2/ 3:	10.1633	7.53848	7.53833	7.48234	10.2303
